direction_color,rowDate,rowDateRaw,rowDateTimestamp,last_close,last_open,last_max,last_min,volume,volumeRaw,change_precent,last_closeRaw,last_openRaw,last_maxRaw,last_minRaw,change_precentRaw
greenFont,"Jul 28, 2024",1722124800,2024-07-28T00:00:00Z,1.3872,1.3833,1.3889,1.3786,,0,0.28,1.38719999790192,1.38329994678497,1.38890004158020,1.37860000133514,0.2819382105821965
greenFont,"Jul 21, 2024",1721520000,2024-07-21T00:00:00Z,1.3833,1.3726,1.3848,1.3703,,0,0.74,1.38329994678497,1.37259995937347,1.38479995727539,1.37030005455017,0.7355001030015829
greenFont,"Jul 14, 2024",1720915200,2024-07-14T00:00:00Z,1.3732,1.3631,1.3747,1.3628,,0,0.74,1.37320005893707,1.36310005187988,1.37469995021820,1.36280000209808,0.7409585997198834
redFont,"Jul 07, 2024",1720310400,2024-07-07T00:00:00Z,1.3631,1.3639,1.3648,1.3586,,0,-0.06,1.36310005187988,1.36389994621277,1.36479997634888,1.35860002040863,-0.05864758152614507
redFont,"Jun 30, 2024",1719705600,2024-06-30T00:00:00Z,1.3639,1.3678,1.3755,1.3600,,0,-0.28,1.36389994621277,1.36779999732971,1.37549996376038,1.36000001430511,-0.27784123539765715
redFont,"Jun 23, 2024",1719100800,2024-06-23T00:00:00Z,1.3677,1.3694,1.3734,1.3626,,0,-0.12,1.36769998073578,1.36940002441406,1.37339997291565,1.36259996891022,-0.12414514736171081
redFont,"Jun 16, 2024",1718496000,2024-06-16T00:00:00Z,1.3694,1.3735,1.3764,1.3672,,0,-0.30,1.36940002441406,1.37349998950958,1.37639999389648,1.36720001697540,-0.29850492368652637
redFont,"Jun 09, 2024",1717891200,2024-06-09T00:00:00Z,1.3735,1.3754,1.3791,1.3677,,0,-0.21,1.37349998950958,1.37539994716644,1.37909996509552,1.36769998073578,-0.21069488519032706
greenFont,"Jun 02, 2024",1717286400,2024-06-02T00:00:00Z,1.3764,1.3626,1.3767,1.3600,,0,1.01,1.37639999389648,1.36259996891022,1.37670004367828,1.36000001430511,1.0127715618030555
redFont,"May 26, 2024",1716681600,2024-05-26T00:00:00Z,1.3626,1.3667,1.3734,1.3612,,0,-0.26,1.36259996891022,1.36670005321503,1.37339997291565,1.36119997501373,-0.2562026835485198
greenFont,"May 19, 2024",1716076800,2024-05-19T00:00:00Z,1.3661,1.3611,1.3743,1.3593,,0,0.38,1.36609995365143,1.36109995841980,1.37430000305176,1.35930001735687,0.3820933970462926
redFont,"May 12, 2024",1715472000,2024-05-12T00:00:00Z,1.3609,1.3670,1.3690,1.3587,,0,-0.45,1.36090004444122,1.36699998378754,1.36899995803833,1.35870003700256,-0.4462281944889893
redFont,"May 05, 2024",1714867200,2024-05-05T00:00:00Z,1.3670,1.3685,1.3762,1.3632,,0,-0.10,1.36699998378754,1.36849999427795,1.37619996070862,1.36319994926453,-0.10230882193155308
greenFont,"Apr 28, 2024",1714262400,2024-04-28T00:00:00Z,1.3684,1.3669,1.3784,1.3608,,0,0.11,1.36839997768402,1.36689996719360,1.37839996814728,1.36080002784729,0.10973813200828704
redFont,"Apr 21, 2024",1713657600,2024-04-21T00:00:00Z,1.3669,1.3754,1.3754,1.3633,,0,-0.61,1.36689996719360,1.37539994716644,1.37539994716644,1.36329996585846,-0.6107818137236849
redFont,"Apr 14, 2024",1713052800,2024-04-14T00:00:00Z,1.3753,1.3775,1.3846,1.3721,,0,-0.14,1.37530004978180,1.37750005722046,1.38460004329681,1.37209999561310,-0.1379580051261749
greenFont,"Apr 07, 2024",1712448000,2024-04-07T00:00:00Z,1.3772,1.3589,1.3787,1.3545,,0,1.35,1.37720000743866,1.35889995098114,1.37870001792908,1.35450005531311,1.3541325519864826
greenFont,"Mar 31, 2024",1711843200,2024-03-31T00:00:00Z,1.3588,1.3543,1.3647,1.3475,,0,0.38,1.35880005359650,1.35430002212524,1.36469995975494,1.34749996662140,0.37674607876114286
redFont,"Mar 24, 2024",1711238400,2024-03-24T00:00:00Z,1.3537,1.3598,1.3614,1.3522,,0,-0.51,1.35370004177094,1.35979998111725,1.36140000820160,1.35220003128052,-0.5071257471382894
greenFont,"Mar 17, 2024",1710633600,2024-03-17T00:00:00Z,1.3606,1.3539,1.3614,1.3453,,0,0.48,1.36059999465942,1.35389995574951,1.36140000820160,1.34529995918274,0.48002405842577084
greenFont,"Mar 10, 2024",1710028800,2024-03-10T00:00:00Z,1.3541,1.3479,1.3551,1.3456,,0,0.47,1.35409998893738,1.34790003299713,1.35510003566742,1.34560000896454,0.4674263583251988
redFont,"Mar 03, 2024",1709424000,2024-03-03T00:00:00Z,1.3478,1.3558,1.3605,1.3417,,0,-0.58,1.34780001640320,1.35580003261566,1.36049997806549,1.34169995784760,-0.5827247565956675
greenFont,"Feb 25, 2024",1708819200,2024-02-25T00:00:00Z,1.3557,1.3502,1.3605,1.3482,,0,0.39,1.35570001602173,1.35020005702972,1.36049997806549,1.34819996356964,0.38504468472692593
greenFont,"Feb 18, 2024",1708214400,2024-02-18T00:00:00Z,1.3505,1.3485,1.3536,1.3438,,0,0.16,1.35049998760223,1.34850001335144,1.35360002517700,1.34379994869232,0.15573945785892446
greenFont,"Feb 11, 2024",1707609600,2024-02-11T00:00:00Z,1.3484,1.3460,1.3586,1.3427,,0,0.19,1.34839999675751,1.34599995613098,1.35860002040863,1.34270000457764,0.1931902603414889
redFont,"Feb 04, 2024",1707004800,2024-02-04T00:00:00Z,1.3458,1.3465,1.3544,1.3411,,0,-0.01,1.34580004215240,1.34650003910065,1.35440003871918,1.34109997749329,-0.014852450601457307
greenFont,"Jan 28, 2024",1706400000,2024-01-28T00:00:00Z,1.3460,1.3456,1.3475,1.3355,,0,0.07,1.34599995613098,1.34560000896454,1.34749996662140,1.33550000190735,0.07434405200594428
greenFont,"Jan 21, 2024",1705795200,2024-01-21T00:00:00Z,1.3450,1.3436,1.3534,1.3412,,0,0.16,1.34500002861023,1.34360003471375,1.35339999198914,1.34119999408722,0.15637730178518305
greenFont,"Jan 14, 2024",1705190400,2024-01-14T00:00:00Z,1.3429,1.3408,1.3541,1.3380,,0,0.16,1.34290003776550,1.34080004692078,1.35409998893738,1.33800005912781,0.15662222339138981
greenFont,"Jan 07, 2024",1704585600,2024-01-07T00:00:00Z,1.3408,1.3346,1.3442,1.3338,,0,0.34,1.34080004692078,1.33459997177124,1.34420001506805,1.33379995822906,0.34426343879133164
greenFont,"Dec 31, 2023",1703980800,2023-12-31T00:00:00Z,1.3362,1.3245,1.3398,1.3227,,0,0.88,1.33619999885559,1.32449996471405,1.33980000019073,1.32270002365112,0.8833548096066438
redFont,"Dec 24, 2023",1703376000,2023-12-24T00:00:00Z,1.3245,1.3265,1.3297,1.3174,,0,-0.20,1.32449996471405,1.32650005817413,1.32969999313354,1.31739997863770,-0.20344260821183324
redFont,"Dec 17, 2023",1702771200,2023-12-17T00:00:00Z,1.3272,1.3364,1.3409,1.3216,,0,-0.81,1.32720005512238,1.33640003204346,1.34089994430542,1.32159996032715,-0.8145805055161226
redFont,"Dec 10, 2023",1702166400,2023-12-10T00:00:00Z,1.3381,1.3584,1.3618,1.3347,,0,-1.52,1.33809995651245,1.35839998722076,1.36179995536804,1.33469998836517,-1.5161610310658327
greenFont,"Dec 03, 2023",1701561600,2023-12-03T00:00:00Z,1.3587,1.3504,1.3619,1.3477,,0,0.67,1.35870003700256,1.35039997100830,1.36189997196198,1.34769999980927,0.6668195240033031
redFont,"Nov 26, 2023",1700956800,2023-11-26T00:00:00Z,1.3497,1.3635,1.3661,1.3484,,0,-1.01,1.34969997406006,1.36349999904633,1.36609995365143,1.34839999675751,-1.0121030433386213
redFont,"Nov 19, 2023",1700352000,2023-11-19T00:00:00Z,1.3635,1.3713,1.3765,1.3591,,0,-0.61,1.36349999904633,1.37129998207092,1.37650001049042,1.35909998416901,-0.6050406118029356
redFont,"Nov 12, 2023",1699747200,2023-11-12T00:00:00Z,1.3718,1.3800,1.3843,1.3652,,0,-0.59,1.37179994583130,1.37999999523163,1.38429999351501,1.36520004272461,-0.5870014444377888
greenFont,"Nov 05, 2023",1699142400,2023-11-05T00:00:00Z,1.3799,1.3669,1.3854,1.3627,,0,1.02,1.37989997863770,1.36689996719360,1.38540005683899,1.36269998550415,1.024960726130671
redFont,"Oct 29, 2023",1698537600,2023-10-29T00:00:00Z,1.3659,1.3866,1.3899,1.3651,,0,-1.51,1.36590003967285,1.38660001754761,1.38989996910095,1.36510002613068,-1.514161744380659
greenFont,"Oct 22, 2023",1697932800,2023-10-22T00:00:00Z,1.3869,1.3710,1.3880,1.3658,,0,1.12,1.38689994812012,1.37100005149841,1.38800001144409,1.36580002307892,1.1154794336606582
greenFont,"Oct 15, 2023",1697328000,2023-10-15T00:00:00Z,1.3716,1.3669,1.3740,1.3604,,0,0.43,1.37160003185272,1.36689996719360,1.37399995326996,1.36039996147156,0.43201474260187595
redFont,"Oct 08, 2023",1696723200,2023-10-08T00:00:00Z,1.3657,1.3677,1.3700,1.3567,,0,-0.03,1.36570000648499,1.36769998073578,1.37000000476837,1.35669994354248,-0.02927656686986711
greenFont,"Oct 01, 2023",1696118400,2023-10-01T00:00:00Z,1.3661,1.3572,1.3785,1.3556,,0,0.62,1.36609995365143,1.35720002651215,1.37849998474121,1.35559999942780,0.6186906856516932
greenFont,"Sep 24, 2023",1695513600,2023-09-24T00:00:00Z,1.3577,1.3473,1.3584,1.3415,,0,0.70,1.35769999027252,1.34730005264282,1.35839998722076,1.34150004386902,0.6971749793995847
redFont,"Sep 17, 2023",1694908800,2023-09-17T00:00:00Z,1.3483,1.3522,1.3528,1.3378,,0,-0.30,1.34829998016357,1.35220003128052,1.35280001163483,1.33780002593994,-0.29579735038591015
redFont,"Sep 10, 2023",1694304000,2023-09-10T00:00:00Z,1.3523,1.3631,1.3639,1.3491,,0,-0.86,1.35230004787445,1.36310005187988,1.36389994621277,1.34909999370575,-0.8577650477478896
greenFont,"Sep 03, 2023",1693699200,2023-09-03T00:00:00Z,1.3640,1.3595,1.3694,1.3573,,0,0.34,1.36399996280670,1.35950005054474,1.36940002441406,1.35730004310608,0.3383793394885592
redFont,"Aug 27, 2023",1693094400,2023-08-27T00:00:00Z,1.3594,1.3598,1.3637,1.3488,,0,-0.06,1.35940003395081,1.35979998111725,1.36370003223419,1.34879994392395,-0.05881587371243587
greenFont,"Aug 20, 2023",1692489600,2023-08-20T00:00:00Z,1.3602,1.3548,1.3639,1.3493,,0,0.37,1.36020004749298,1.35479998588562,1.36389994621277,1.34930002689362,0.3689488665003183
greenFont,"Aug 13, 2023",1691884800,2023-08-13T00:00:00Z,1.3552,1.3436,1.3574,1.3432,,0,0.85,1.35520005226135,1.34360003471375,1.35739994049072,1.34319996833801,0.8483482664308609
greenFont,"Aug 06, 2023",1691280000,2023-08-06T00:00:00Z,1.3438,1.3372,1.3501,1.3353,,0,0.49,1.34379994869232,1.33720004558563,1.35010004043579,1.33529996871948,0.48605443798963494
greenFont,"Jul 30, 2023",1690675200,2023-07-30T00:00:00Z,1.3373,1.3232,1.3393,1.3149,,0,0.91,1.33729994297028,1.32319998741150,1.33930003643036,1.31490004062653,0.9054527209635274
greenFont,"Jul 23, 2023",1690070400,2023-07-23T00:00:00Z,1.3253,1.3218,1.3253,1.3145,,0,0.23,1.32529997825623,1.32179999351501,1.32529997825623,1.31449997425079,0.23446057433434084
greenFont,"Jul 16, 2023",1689465600,2023-07-16T00:00:00Z,1.3222,1.3214,1.3243,1.3117,,0,0.05,1.32219994068146,1.32140004634857,1.32430005073547,1.31169998645782,0.04539803059327049
redFont,"Jul 09, 2023",1688860800,2023-07-09T00:00:00Z,1.3216,1.3272,1.3304,1.3090,,0,-0.41,1.32159996032715,1.32720005512238,1.33039999008179,1.30900001525879,-0.41444337590320107
greenFont,"Jul 02, 2023",1688256000,2023-07-02T00:00:00Z,1.3271,1.3242,1.3387,1.3201,,0,0.26,1.32710003852844,1.32420003414154,1.33870005607605,1.32009994983673,0.2644291779224025
greenFont,"Jun 25, 2023",1687651200,2023-06-25T00:00:00Z,1.3236,1.3180,1.3285,1.3114,,0,0.42,1.32360005378723,1.31799995899200,1.32850003242493,1.31140005588531,0.417273219267376
redFont,"Jun 18, 2023",1687046400,2023-06-18T00:00:00Z,1.3181,1.3203,1.3269,1.3136,,0,-0.13,1.31809997558594,1.32029998302460,1.32690000534058,1.31359994411469,-0.12881070264174582
redFont,"Jun 11, 2023",1686441600,2023-06-11T00:00:00Z,1.3198,1.3340,1.3383,1.3176,,0,-1.07,1.31980001926422,1.33399999141693,1.33829998970032,1.31760001182556,-1.07188281693823
redFont,"Jun 04, 2023",1685836800,2023-06-04T00:00:00Z,1.3341,1.3431,1.3461,1.3311,,0,-0.61,1.33410000801086,1.34309995174408,1.34609997272491,1.33109998703003,-0.6108954071077785
redFont,"May 28, 2023",1685232000,2023-05-28T00:00:00Z,1.3423,1.3602,1.3651,1.3405,,0,-1.40,1.34230005741119,1.36020004749298,1.36510002613068,1.34049999713898,-1.3957198496740877
greenFont,"May 21, 2023",1684627200,2023-05-21T00:00:00Z,1.3613,1.3498,1.3654,1.3483,,0,0.85,1.36129999160767,1.34979999065399,1.36539995670319,1.34829998016357,0.8519781473778377
redFont,"May 14, 2023",1684022400,2023-05-14T00:00:00Z,1.3498,1.3563,1.3567,1.3402,,0,-0.37,1.34979999065399,1.35629999637604,1.35669994354248,1.34019994735718,-0.3690578154502654
greenFont,"May 07, 2023",1683417600,2023-05-07T00:00:00Z,1.3548,1.3383,1.3565,1.3313,,0,1.31,1.35479998588562,1.33829998970032,1.35650002956390,1.33130002021790,1.3086101593985273
redFont,"Apr 30, 2023",1682812800,2023-04-30T00:00:00Z,1.3373,1.3544,1.3639,1.3369,,0,-1.31,1.33729994297028,1.35440003871918,1.36389994621277,1.33689999580383,-1.3062786608160202
greenFont,"Apr 23, 2023",1682208000,2023-04-23T00:00:00Z,1.3550,1.3542,1.3667,1.3520,,0,0.08,1.35500001907349,1.35420000553131,1.36670005321503,1.35199999809265,0.08125144840345111
greenFont,"Apr 16, 2023",1681603200,2023-04-16T00:00:00Z,1.3539,1.3361,1.3563,1.3340,,0,1.33,1.35389995574951,1.33609998226166,1.35629999637604,1.33399999141693,1.3322336445001228
redFont,"Apr 09, 2023",1680998400,2023-04-09T00:00:00Z,1.3361,1.3521,1.3553,1.3300,,0,-1.08,1.33609998226166,1.35210001468658,1.35529994964600,1.33000004291534,-1.0809238397656782
redFont,"Apr 02, 2023",1680393600,2023-04-02T00:00:00Z,1.3507,1.3517,1.3536,1.3406,,0,-0.06,1.35070002079010,1.35169994831085,1.35360002517700,1.34060001373291,-0.059194489223613624
redFont,"Mar 26, 2023",1679788800,2023-03-26T00:00:00Z,1.3515,1.3740,1.3745,1.3506,,0,-1.67,1.35150003433228,1.37399995326996,1.37450003623962,1.35060000419617,-1.6661805141208759
greenFont,"Mar 19, 2023",1679184000,2023-03-19T00:00:00Z,1.3744,1.3724,1.3804,1.3629,,0,0.12,1.37440001964569,1.37240004539490,1.38039994239807,1.36290001869202,0.12384670416286948
redFont,"Mar 12, 2023",1678579200,2023-03-12T00:00:00Z,1.3727,1.3818,1.3825,1.3650,,0,-0.72,1.37269997596741,1.38180005550385,1.38250005245209,1.36500000953674,-0.723222008102338
greenFont,"Mar 05, 2023",1677974400,2023-03-05T00:00:00Z,1.3827,1.3595,1.3861,1.3580,,0,1.72,1.38269996643066,1.35950005054474,1.38610005378723,1.35800004005432,1.7214705197525766
redFont,"Feb 26, 2023",1677369600,2023-02-26T00:00:00Z,1.3593,1.3612,1.3659,1.3533,,0,-0.12,1.35930001735687,1.36119997501373,1.36590003967285,1.35329997539520,-0.11757124197957583
greenFont,"Feb 19, 2023",1676764800,2023-02-19T00:00:00Z,1.3609,1.3476,1.3665,1.3440,,0,1.03,1.36090004444122,1.34759998321533,1.36650002002716,1.34399998188019,1.0319258760709997
greenFont,"Feb 12, 2023",1676160000,2023-02-12T00:00:00Z,1.3470,1.3346,1.3537,1.3272,,0,0.94,1.34700000286102,1.33459997177124,1.35370004177094,1.32720005512238,0.9442404468419042
redFont,"Feb 05, 2023",1675555200,2023-02-05T00:00:00Z,1.3344,1.3390,1.3475,1.3336,,0,-0.39,1.33440005779266,1.33899998664856,1.34749996662140,1.33360004425049,-0.388168806979287
greenFont,"Jan 29, 2023",1674950400,2023-01-29T00:00:00Z,1.3396,1.3312,1.3471,1.3260,,0,0.65,1.33959996700287,1.33120000362396,1.34710001945496,1.32599997520447,0.6536940012353324
redFont,"Jan 22, 2023",1674345600,2023-01-22T00:00:00Z,1.3309,1.3385,1.3428,1.3298,,0,-0.53,1.33089995384216,1.33850002288818,1.34280002117157,1.32980000972748,-0.5306505958062785
redFont,"Jan 15, 2023",1673740800,2023-01-15T00:00:00Z,1.3380,1.3398,1.3520,1.3349,,0,-0.12,1.33800005912781,1.33980000019073,1.35199999809265,1.33490002155304,-0.11943176429299637
redFont,"Jan 08, 2023",1673136000,2023-01-08T00:00:00Z,1.3396,1.3442,1.3454,1.3320,,0,-0.34,1.33959996700287,1.34420001506805,1.34539997577667,1.33200001716614,-0.34221455241890614
redFont,"Jan 01, 2023",1672531200,2023-01-01T00:00:00Z,1.3442,1.3549,1.3685,1.3430,,0,-0.79,1.34420001506805,1.35490000247955,1.36849999427795,1.34300005435944,-0.7897252484993933
redFont,"Dec 25, 2022",1671926400,2022-12-25T00:00:00Z,1.3549,1.3609,1.3615,1.3482,,0,-0.36,1.35490000247955,1.36090004444122,1.36150002479553,1.34819996356964,-0.3603455438846408
redFont,"Dec 18, 2022",1671321600,2022-12-18T00:00:00Z,1.3598,1.3678,1.3704,1.3560,,0,-0.74,1.35979998111725,1.36779999732971,1.37039995193481,1.35599994659424,-0.7445272712130017
greenFont,"Dec 11, 2022",1670716800,2022-12-11T00:00:00Z,1.3700,1.3635,1.3705,1.3517,,0,0.37,1.37000000476837,1.36349999904633,1.37049996852875,1.35169994831085,0.36630001441002874
greenFont,"Dec 04, 2022",1670112000,2022-12-04T00:00:00Z,1.3650,1.3464,1.3699,1.3383,,0,1.35,1.36500000953674,1.34640002250671,1.36989998817444,1.33829998970032,1.3513543416545184
greenFont,"Nov 27, 2022",1669507200,2022-11-27T00:00:00Z,1.3468,1.3396,1.3645,1.3389,,0,0.68,1.34679996967316,1.33959996700287,1.36450004577637,1.33889997005463,0.6802691383398347
redFont,"Nov 20, 2022",1668902400,2022-11-20T00:00:00Z,1.3377,1.3385,1.3495,1.3314,,0,-0.05,1.33770000934601,1.33850002288818,1.34949994087219,1.33140003681183,-0.05230102696861997
greenFont,"Nov 13, 2022",1668297600,2022-11-13T00:00:00Z,1.3384,1.3256,1.3409,1.3225,,0,0.98,1.33840000629425,1.32560002803802,1.34089994430542,1.32249999046326,0.9808368413008562
redFont,"Nov 06, 2022",1667692800,2022-11-06T00:00:00Z,1.3254,1.3542,1.3571,1.3233,,0,-1.66,1.32539999485016,1.35420000553131,1.35710000991821,1.32330000400543,-1.66196922988751
redFont,"Oct 30, 2022",1667088000,2022-10-30T00:00:00Z,1.3478,1.3614,1.3808,1.3468,,0,-0.90,1.34780001640320,1.36140000820160,1.38080000877380,1.34679996967316,-0.8970586598224144
redFont,"Oct 23, 2022",1666483200,2022-10-23T00:00:00Z,1.3600,1.3646,1.3774,1.3493,,0,-0.28,1.36000001430511,1.36459994316101,1.37740004062653,1.34930002689362,-0.27863575208661173
redFont,"Oct 16, 2022",1665878400,2022-10-16T00:00:00Z,1.3638,1.3876,1.3879,1.3627,,0,-1.74,1.36380004882812,1.38759994506836,1.38789999485016,1.36269998550415,-1.7435131423948784
greenFont,"Oct 09, 2022",1665273600,2022-10-09T00:00:00Z,1.3880,1.3734,1.3977,1.3701,,0,1.04,1.38800001144409,1.37339997291565,1.39769995212555,1.37010002136230,1.0409833668459836
redFont,"Oct 02, 2022",1664668800,2022-10-02T00:00:00Z,1.3737,1.3816,1.3825,1.3501,,0,-0.64,1.37370002269745,1.38160002231598,1.38250005245209,1.35010004043579,-0.6437094938655965
greenFont,"Sep 25, 2022",1664064000,2022-09-25T00:00:00Z,1.3826,1.3589,1.3838,1.3557,,0,1.74,1.38259994983673,1.35889995098114,1.38380002975464,1.35570001602173,1.7440576724194086
greenFont,"Sep 18, 2022",1663459200,2022-09-18T00:00:00Z,1.3589,1.3268,1.3612,1.3225,,0,2.48,1.35889995098114,1.32679998874664,1.36119997501373,1.32249999046326,2.481144524274725
greenFont,"Sep 11, 2022",1662854400,2022-09-11T00:00:00Z,1.3260,1.3023,1.3307,1.2951,,0,1.80,1.32599997520447,1.30229997634888,1.33070003986359,1.29509997367859,1.796403240010561
redFont,"Sep 04, 2022",1662249600,2022-09-04T00:00:00Z,1.3026,1.3128,1.3208,1.2979,,0,-0.81,1.30260002613068,1.31280004978180,1.32079994678497,1.29789996147156,-0.8071863266976327
greenFont,"Aug 28, 2022",1661644800,2022-08-28T00:00:00Z,1.3132,1.3029,1.3207,1.2969,,0,0.76,1.31319999694824,1.30289995670319,1.32070004940033,1.29690003395081,0.7596082017962547
greenFont,"Aug 21, 2022",1661040000,2022-08-21T00:00:00Z,1.3033,1.2997,1.3063,1.2893,,0,0.31,1.30330002307892,1.29970002174377,1.30630004405975,1.28929996490479,0.3078632993369847
greenFont,"Aug 14, 2022",1660435200,2022-08-14T00:00:00Z,1.2993,1.2769,1.3009,1.2768,,0,1.72,1.29929995536804,1.27690005302429,1.30089998245239,1.27680003643036,1.7223796425291569
redFont,"Aug 07, 2022",1659830400,2022-08-07T00:00:00Z,1.2773,1.2930,1.2950,1.2725,,0,-1.21,1.27730000019073,1.29299998283386,1.29499995708466,1.27250003814697,-1.2142291455194416
greenFont,"Jul 31, 2022",1659225600,2022-07-31T00:00:00Z,1.2930,1.2814,1.2984,1.2764,,0,1.07,1.29299998283386,1.28139996528625,1.29840004444122,1.27639997005463,1.0708988248288394
redFont,"Jul 24, 2022",1658620800,2022-07-24T00:00:00Z,1.2793,1.2914,1.2946,1.2786,,0,-0.94,1.27929997444153,1.29139995574951,1.29460000991821,1.27859997749329,-0.9369662167099263
redFont,"Jul 17, 2022",1658016000,2022-07-17T00:00:00Z,1.2914,1.3024,1.3029,1.2821,,0,-0.89,1.29139995574951,1.30239999294281,1.30289995670319,1.28209996223450,-0.8902546266564628
greenFont,"Jul 10, 2022",1657411200,2022-07-10T00:00:00Z,1.3030,1.2948,1.3223,1.2934,,0,0.63,1.30299997329712,1.29480004310608,1.32229995727539,1.29340004920959,0.6332970279618872
greenFont,"Jul 03, 2022",1656806400,2022-07-03T00:00:00Z,1.2948,1.2888,1.3083,1.2835,,0,0.50,1.29480004310608,1.28880000114441,1.30830001831055,1.28349995613098,0.5045412973245381
redFont,"Jun 26, 2022",1656201600,2022-06-26T00:00:00Z,1.2883,1.2893,1.2966,1.2816,,0,-0.08,1.28830003738403,1.28929996490479,1.29659998416901,1.28159999847412,-0.07755584797784336
redFont,"Jun 19, 2022",1655596800,2022-06-19T00:00:00Z,1.2893,1.3029,1.3038,1.2887,,0,-1.02,1.28929996490479,1.30289995670319,1.30379998683929,1.28869998455048,-1.0210395331709987
greenFont,"Jun 12, 2022",1654992000,2022-06-12T00:00:00Z,1.3026,1.2781,1.3078,1.2771,,0,1.92,1.30260002613068,1.27810001373291,1.30780005455017,1.27709996700287,1.9169088595980552
greenFont,"Jun 05, 2022",1654387200,2022-06-05T00:00:00Z,1.2781,1.2590,1.2812,1.2515,,0,1.49,1.27810001373291,1.25899994373322,1.28120005130768,1.25150001049042,1.4928944901702539
redFont,"May 29, 2022",1653782400,2022-05-29T00:00:00Z,1.2593,1.2731,1.2734,1.2548,,0,-1.02,1.25929999351501,1.27310001850128,1.27339994907379,1.25479996204376,-1.0217724902483054
redFont,"May 22, 2022",1653177600,2022-05-22T00:00:00Z,1.2723,1.2843,1.2884,1.2715,,0,-0.88,1.27230000495911,1.28429996967316,1.28840005397797,1.27149999141693,-0.8803340609155514
