"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1990-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","615496","","","","0"
"1990-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","626452","","","","0"
"1990-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","631908","","","","0"
"1990-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","638984","","","","0"
"1991-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","640844","","","","0"
"1991-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","648248","","","","0"
"1991-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","652668","","","","0"
"1991-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","654384","","","","0"
"1992-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","658604","","","","0"
"1992-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","664280","","","","0"
"1992-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","667800","","","","0"
"1992-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","669188","","","","0"
"1993-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","676464","","","","0"
"1993-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","679832","","","","0"
"1993-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","681600","","","","0"
"1993-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","682432","","","","0"
"1994-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","685640","","","","0"
"1994-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","692764","","","","0"
"1994-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","701280","","","","0"
"1994-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","708180","","","","0"
"1995-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","715664","","","","0"
"1995-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","722476","","","","0"
"1995-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","727596","","","","0"
"1995-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","730372","","","","0"
"1996-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","733988","","","","0"
"1996-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","737104","","","","0"
"1996-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","742812","","","","0"
"1996-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","750800","","","","0"
"1997-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","755312","","","","0"
"1997-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","764380","","","","0"
"1997-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","776752","","","","0"
"1997-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","783004","","","","0"
"1998-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","795624","","","","0"
"1998-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","804440","","","","0"
"1998-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","810304","","","","0"
"1998-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","824148","","","","0"
"1999-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","828032","","","","0"
"1999-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","841284","","","","0"
"1999-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","851248","","","","0"
"1999-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","862888","","","","0"
"2000-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","881080","","","","0"
"2000-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","897340","","","","0"
"2000-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","911920","","","","0"
"2000-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","921880","","","","0"
"2001-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","940528","","","","0"
"2001-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","943860","","","","0"
"2001-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","945100","","","","0"
"2001-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","948636","","","","0"
"2002-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","953464","","","","0"
"2002-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","957496","","","","0"
"2002-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","967944","","","","0"
"2002-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","982888","","","","0"
"2003-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","988888","","","","0"
"2003-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","992224","","","","0"
"2003-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1001496","","","","0"
"2003-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1013376","","","","0"
"2004-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1031976","","","","0"
"2004-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1046444","","","","0"
"2004-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1059880","","","","0"
"2004-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1072216","","","","0"
"2005-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1080420","","","","0"
"2005-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1101560","","","","0"
"2005-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1116248","","","","0"
"2005-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1129340","","","","0"
"2006-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1165716","","","","0"
"2006-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1171792","","","","0"
"2006-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1197376","","","","0"
"2006-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1217940","","","","0"
"2007-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1238828","","","","0"
"2007-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1267240","","","","0"
"2007-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1278304","","","","0"
"2007-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1294092","","","","0"
"2008-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1321476","","","","0"
"2008-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1321288","","","","0"
"2008-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1333848","","","","0"
"2008-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1328292","","","","0"
"2009-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1322648","","","","0"
"2009-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1316688","","","","0"
"2009-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1327080","","","","0"
"2009-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1336012","","","","0"
"2010-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1345604","","","","0"
"2010-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1363764","","","","0"
"2010-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1376060","","","","0"
"2010-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1402528","","","","0"
"2011-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1417848","","","","0"
"2011-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1431612","","","","0"
"2011-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1445464","","","","0"
"2011-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1456528","","","","0"
"2012-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1479616","","","","0"
"2012-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1492748","","","","0"
"2012-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1508396","","","","0"
"2012-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1522516","","","","0"
"2013-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1542000","","","","0"
"2013-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1551472","","","","0"
"2013-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1565760","","","","0"
"2013-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1583824","","","","0"
"2014-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1594888","","","","0"
"2014-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1607092","","","","0"
"2014-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1625304","","","","0"
"2014-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1638136","","","","0"
"2015-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1665948","","","","0"
"2015-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1685208","","","","0"
"2015-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1697072","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1708408","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1683472","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1696164","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1709168","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1728392","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1739208","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1765116","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1796740","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1818752","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1831352","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1841832","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1859040","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1884836","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1900724","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1932380","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1949412","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1978644","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1992724","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2084016","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2055404","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2047048","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2112456","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2133316","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2162232","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2160964","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2227976","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2254204","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2294892","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2354768","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2394144","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2438360","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2492196","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2532112","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2574284","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","2622116","","","","0"
"1990-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","364088","","","","0"
"1990-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","369216","","","","0"
"1990-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","370736","","","","0"
"1990-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","373644","","","","0"
"1991-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","375700","","","","0"
"1991-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","378296","","","","0"
"1991-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","382092","","","","0"
"1991-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","384708","","","","0"
"1992-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","385772","","","","0"
"1992-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","388852","","","","0"
"1992-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","390612","","","","0"
"1992-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","392372","","","","0"
"1993-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","394736","","","","0"
"1993-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","395572","","","","0"
"1993-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","397400","","","","0"
"1993-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","397864","","","","0"
"1994-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","400020","","","","0"
"1994-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","406436","","","","0"
"1994-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","409944","","","","0"
"1994-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","413332","","","","0"
"1995-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","416724","","","","0"
"1995-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","419180","","","","0"
"1995-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","423184","","","","0"
"1995-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","424560","","","","0"
"1996-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","425292","","","","0"
"1996-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","427752","","","","0"
"1996-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","432716","","","","0"
"1996-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","440404","","","","0"
"1997-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","444648","","","","0"
"1997-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","452076","","","","0"
"1997-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","462084","","","","0"
"1997-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","464676","","","","0"
"1998-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","471336","","","","0"
"1998-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","478032","","","","0"
"1998-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","482644","","","","0"
"1998-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","490048","","","","0"
"1999-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","493660","","","","0"
"1999-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","501928","","","","0"
"1999-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","510664","","","","0"
"1999-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","521016","","","","0"
"2000-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","533368","","","","0"
"2000-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","550308","","","","0"
"2000-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","558168","","","","0"
"2000-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","563992","","","","0"
"2001-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","570140","","","","0"
"2001-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","572916","","","","0"
"2001-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","575092","","","","0"
"2001-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","578964","","","","0"
"2002-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","586108","","","","0"
"2002-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","592032","","","","0"
"2002-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","599780","","","","0"
"2002-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","609212","","","","0"
"2003-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","613824","","","","0"
"2003-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","615924","","","","0"
"2003-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","621740","","","","0"
"2003-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","630912","","","","0"
"2004-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","641972","","","","0"
"2004-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","653456","","","","0"
