Date,Value,Series,labels
2006-08-01T00:00:00,7.8,15 to 24 years,2006-08-01T00:00:00
2006-09-01T00:00:00,7.9,15 to 24 years,2006-09-01T00:00:00
2006-10-01T00:00:00,6.5,15 to 24 years,2006-10-01T00:00:00
2006-11-01T00:00:00,5.2,15 to 24 years,2006-11-01T00:00:00
2006-12-01T00:00:00,6.9,15 to 24 years,2006-12-01T00:00:00
2007-01-01T00:00:00,6.6,15 to 24 years,2007-01-01T00:00:00
2007-02-01T00:00:00,7.7,15 to 24 years,2007-02-01T00:00:00
2007-03-01T00:00:00,7.2,15 to 24 years,2007-03-01T00:00:00
2007-04-01T00:00:00,8.5,15 to 24 years,2007-04-01T00:00:00
2007-05-01T00:00:00,8.1,15 to 24 years,2007-05-01T00:00:00
2007-06-01T00:00:00,8.3,15 to 24 years,2007-06-01T00:00:00
2007-07-01T00:00:00,6.7,15 to 24 years,2007-07-01T00:00:00
2007-08-01T00:00:00,5.9,15 to 24 years,2007-08-01T00:00:00
2007-09-01T00:00:00,6.7,15 to 24 years,2007-09-01T00:00:00
2007-10-01T00:00:00,6.6,15 to 24 years,2007-10-01T00:00:00
2007-11-01T00:00:00,7.6,15 to 24 years,2007-11-01T00:00:00
2007-12-01T00:00:00,6.6,15 to 24 years,2007-12-01T00:00:00
2008-01-01T00:00:00,9,15 to 24 years,2008-01-01T00:00:00
2008-02-01T00:00:00,8.1,15 to 24 years,2008-02-01T00:00:00
2008-03-01T00:00:00,7,15 to 24 years,2008-03-01T00:00:00
2008-04-01T00:00:00,7.1,15 to 24 years,2008-04-01T00:00:00
2008-05-01T00:00:00,7.1,15 to 24 years,2008-05-01T00:00:00
2008-06-01T00:00:00,6.4,15 to 24 years,2008-06-01T00:00:00
2008-07-01T00:00:00,7.2,15 to 24 years,2008-07-01T00:00:00
2008-08-01T00:00:00,7.6,15 to 24 years,2008-08-01T00:00:00
2008-09-01T00:00:00,7.3,15 to 24 years,2008-09-01T00:00:00
2008-10-01T00:00:00,8.7,15 to 24 years,2008-10-01T00:00:00
2008-11-01T00:00:00,7.6,15 to 24 years,2008-11-01T00:00:00
2008-12-01T00:00:00,10,15 to 24 years,2008-12-01T00:00:00
2009-01-01T00:00:00,9.7,15 to 24 years,2009-01-01T00:00:00
2009-02-01T00:00:00,11.3,15 to 24 years,2009-02-01T00:00:00
2009-03-01T00:00:00,12.2,15 to 24 years,2009-03-01T00:00:00
2009-04-01T00:00:00,12.2,15 to 24 years,2009-04-01T00:00:00
2009-05-01T00:00:00,12.7,15 to 24 years,2009-05-01T00:00:00
2009-06-01T00:00:00,12.8,15 to 24 years,2009-06-01T00:00:00
2009-07-01T00:00:00,13.5,15 to 24 years,2009-07-01T00:00:00
2009-08-01T00:00:00,13.4,15 to 24 years,2009-08-01T00:00:00
2009-09-01T00:00:00,11.8,15 to 24 years,2009-09-01T00:00:00
2009-10-01T00:00:00,12.5,15 to 24 years,2009-10-01T00:00:00
2009-11-01T00:00:00,12.9,15 to 24 years,2009-11-01T00:00:00
2009-12-01T00:00:00,11.7,15 to 24 years,2009-12-01T00:00:00
2010-01-01T00:00:00,10.4,15 to 24 years,2010-01-01T00:00:00
2010-02-01T00:00:00,10.3,15 to 24 years,2010-02-01T00:00:00
2010-03-01T00:00:00,12.2,15 to 24 years,2010-03-01T00:00:00
2010-04-01T00:00:00,10.9,15 to 24 years,2010-04-01T00:00:00
2010-05-01T00:00:00,10.8,15 to 24 years,2010-05-01T00:00:00
2010-06-01T00:00:00,11,15 to 24 years,2010-06-01T00:00:00
2010-07-01T00:00:00,10.8,15 to 24 years,2010-07-01T00:00:00
2010-08-01T00:00:00,10.3,15 to 24 years,2010-08-01T00:00:00
2010-09-01T00:00:00,11,15 to 24 years,2010-09-01T00:00:00
2010-10-01T00:00:00,10.7,15 to 24 years,2010-10-01T00:00:00
2010-11-01T00:00:00,11.2,15 to 24 years,2010-11-01T00:00:00
2010-12-01T00:00:00,9.4,15 to 24 years,2010-12-01T00:00:00
2011-01-01T00:00:00,12.1,15 to 24 years,2011-01-01T00:00:00
2011-02-01T00:00:00,11.5,15 to 24 years,2011-02-01T00:00:00
2011-03-01T00:00:00,10.6,15 to 24 years,2011-03-01T00:00:00
2011-04-01T00:00:00,10.8,15 to 24 years,2011-04-01T00:00:00
2011-05-01T00:00:00,10.6,15 to 24 years,2011-05-01T00:00:00
2011-06-01T00:00:00,11.1,15 to 24 years,2011-06-01T00:00:00
2011-07-01T00:00:00,10.9,15 to 24 years,2011-07-01T00:00:00
2011-08-01T00:00:00,10.2,15 to 24 years,2011-08-01T00:00:00
2011-09-01T00:00:00,10.5,15 to 24 years,2011-09-01T00:00:00
2011-10-01T00:00:00,10.2,15 to 24 years,2011-10-01T00:00:00
2011-11-01T00:00:00,9.9,15 to 24 years,2011-11-01T00:00:00
2011-12-01T00:00:00,10.1,15 to 24 years,2011-12-01T00:00:00
2012-01-01T00:00:00,9.3,15 to 24 years,2012-01-01T00:00:00
2012-02-01T00:00:00,8.3,15 to 24 years,2012-02-01T00:00:00
2012-03-01T00:00:00,8.3,15 to 24 years,2012-03-01T00:00:00
2012-04-01T00:00:00,8.3,15 to 24 years,2012-04-01T00:00:00
2012-05-01T00:00:00,7.9,15 to 24 years,2012-05-01T00:00:00
2012-06-01T00:00:00,8.6,15 to 24 years,2012-06-01T00:00:00
2012-07-01T00:00:00,7.7,15 to 24 years,2012-07-01T00:00:00
2012-08-01T00:00:00,8.2,15 to 24 years,2012-08-01T00:00:00
2012-09-01T00:00:00,9.9,15 to 24 years,2012-09-01T00:00:00
2012-10-01T00:00:00,9.3,15 to 24 years,2012-10-01T00:00:00
2012-11-01T00:00:00,8.7,15 to 24 years,2012-11-01T00:00:00
2012-12-01T00:00:00,9.7,15 to 24 years,2012-12-01T00:00:00
2013-01-01T00:00:00,7.8,15 to 24 years,2013-01-01T00:00:00
2013-02-01T00:00:00,9.6,15 to 24 years,2013-02-01T00:00:00
2013-03-01T00:00:00,8.9,15 to 24 years,2013-03-01T00:00:00
2013-04-01T00:00:00,8.6,15 to 24 years,2013-04-01T00:00:00
2013-05-01T00:00:00,9.4,15 to 24 years,2013-05-01T00:00:00
2013-06-01T00:00:00,8.8,15 to 24 years,2013-06-01T00:00:00
2013-07-01T00:00:00,8.2,15 to 24 years,2013-07-01T00:00:00
2013-08-01T00:00:00,8.7,15 to 24 years,2013-08-01T00:00:00
2013-09-01T00:00:00,6.4,15 to 24 years,2013-09-01T00:00:00
2013-10-01T00:00:00,7.7,15 to 24 years,2013-10-01T00:00:00
2013-11-01T00:00:00,8,15 to 24 years,2013-11-01T00:00:00
2013-12-01T00:00:00,9.1,15 to 24 years,2013-12-01T00:00:00
2014-01-01T00:00:00,10.2,15 to 24 years,2014-01-01T00:00:00
2014-02-01T00:00:00,8.9,15 to 24 years,2014-02-01T00:00:00
2014-03-01T00:00:00,10.7,15 to 24 years,2014-03-01T00:00:00
2014-04-01T00:00:00,9.9,15 to 24 years,2014-04-01T00:00:00
2014-05-01T00:00:00,8.6,15 to 24 years,2014-05-01T00:00:00
2014-06-01T00:00:00,9.7,15 to 24 years,2014-06-01T00:00:00
2014-07-01T00:00:00,8.8,15 to 24 years,2014-07-01T00:00:00
2014-08-01T00:00:00,10.1,15 to 24 years,2014-08-01T00:00:00
2014-09-01T00:00:00,9.9,15 to 24 years,2014-09-01T00:00:00
2014-10-01T00:00:00,9.8,15 to 24 years,2014-10-01T00:00:00
2014-11-01T00:00:00,8.1,15 to 24 years,2014-11-01T00:00:00
2014-12-01T00:00:00,8.7,15 to 24 years,2014-12-01T00:00:00
2015-01-01T00:00:00,8,15 to 24 years,2015-01-01T00:00:00
2015-02-01T00:00:00,10.7,15 to 24 years,2015-02-01T00:00:00
2015-03-01T00:00:00,9.7,15 to 24 years,2015-03-01T00:00:00
2015-04-01T00:00:00,10.3,15 to 24 years,2015-04-01T00:00:00
2015-05-01T00:00:00,11.6,15 to 24 years,2015-05-01T00:00:00
2015-06-01T00:00:00,8.8,15 to 24 years,2015-06-01T00:00:00
2015-07-01T00:00:00,10.8,15 to 24 years,2015-07-01T00:00:00
2015-08-01T00:00:00,9.6,15 to 24 years,2015-08-01T00:00:00
2015-09-01T00:00:00,10.9,15 to 24 years,2015-09-01T00:00:00
2015-10-01T00:00:00,10.5,15 to 24 years,2015-10-01T00:00:00
2015-11-01T00:00:00,12.7,15 to 24 years,2015-11-01T00:00:00
2015-12-01T00:00:00,11.6,15 to 24 years,2015-12-01T00:00:00
2016-01-01T00:00:00,12.3,15 to 24 years,2016-01-01T00:00:00
2016-02-01T00:00:00,11,15 to 24 years,2016-02-01T00:00:00
2016-03-01T00:00:00,10.9,15 to 24 years,2016-03-01T00:00:00
2016-04-01T00:00:00,12,15 to 24 years,2016-04-01T00:00:00
2016-05-01T00:00:00,12.8,15 to 24 years,2016-05-01T00:00:00
2016-06-01T00:00:00,14.5,15 to 24 years,2016-06-01T00:00:00
2016-07-01T00:00:00,14.9,15 to 24 years,2016-07-01T00:00:00
2016-08-01T00:00:00,13.5,15 to 24 years,2016-08-01T00:00:00
2016-09-01T00:00:00,12.9,15 to 24 years,2016-09-01T00:00:00
2016-10-01T00:00:00,13.3,15 to 24 years,2016-10-01T00:00:00
2016-11-01T00:00:00,13.2,15 to 24 years,2016-11-01T00:00:00
2016-12-01T00:00:00,12.2,15 to 24 years,2016-12-01T00:00:00
2017-01-01T00:00:00,13,15 to 24 years,2017-01-01T00:00:00
2017-02-01T00:00:00,13.1,15 to 24 years,2017-02-01T00:00:00
2017-03-01T00:00:00,12.8,15 to 24 years,2017-03-01T00:00:00
2017-04-01T00:00:00,13.8,15 to 24 years,2017-04-01T00:00:00
2017-05-01T00:00:00,13.8,15 to 24 years,2017-05-01T00:00:00
2017-06-01T00:00:00,13.4,15 to 24 years,2017-06-01T00:00:00
2017-07-01T00:00:00,12.9,15 to 24 years,2017-07-01T00:00:00
2017-08-01T00:00:00,14.2,15 to 24 years,2017-08-01T00:00:00
2017-09-01T00:00:00,11.6,15 to 24 years,2017-09-01T00:00:00
2017-10-01T00:00:00,13.4,15 to 24 years,2017-10-01T00:00:00
2017-11-01T00:00:00,12.2,15 to 24 years,2017-11-01T00:00:00
2017-12-01T00:00:00,13.8,15 to 24 years,2017-12-01T00:00:00
2018-01-01T00:00:00,11.6,15 to 24 years,2018-01-01T00:00:00
2018-02-01T00:00:00,12.4,15 to 24 years,2018-02-01T00:00:00
2018-03-01T00:00:00,12.7,15 to 24 years,2018-03-01T00:00:00
2018-04-01T00:00:00,13.3,15 to 24 years,2018-04-01T00:00:00
2018-05-01T00:00:00,11.5,15 to 24 years,2018-05-01T00:00:00
2018-06-01T00:00:00,12.3,15 to 24 years,2018-06-01T00:00:00
2018-07-01T00:00:00,12.6,15 to 24 years,2018-07-01T00:00:00
2018-08-01T00:00:00,11.8,15 to 24 years,2018-08-01T00:00:00
2018-09-01T00:00:00,11.9,15 to 24 years,2018-09-01T00:00:00
2018-10-01T00:00:00,10.6,15 to 24 years,2018-10-01T00:00:00
2018-11-01T00:00:00,10.2,15 to 24 years,2018-11-01T00:00:00
2018-12-01T00:00:00,9,15 to 24 years,2018-12-01T00:00:00
2019-01-01T00:00:00,10.1,15 to 24 years,2019-01-01T00:00:00
2019-02-01T00:00:00,10.9,15 to 24 years,2019-02-01T00:00:00
2019-03-01T00:00:00,11.8,15 to 24 years,2019-03-01T00:00:00
2019-04-01T00:00:00,9.4,15 to 24 years,2019-04-01T00:00:00
2019-05-01T00:00:00,11.4,15 to 24 years,2019-05-01T00:00:00
2019-06-01T00:00:00,11.2,15 to 24 years,2019-06-01T00:00:00
2019-07-01T00:00:00,13,15 to 24 years,2019-07-01T00:00:00
2019-08-01T00:00:00,13.6,15 to 24 years,2019-08-01T00:00:00
2019-09-01T00:00:00,14.7,15 to 24 years,2019-09-01T00:00:00
2019-10-01T00:00:00,12.5,15 to 24 years,2019-10-01T00:00:00
2019-11-01T00:00:00,14.4,15 to 24 years,2019-11-01T00:00:00
2019-12-01T00:00:00,14.2,15 to 24 years,2019-12-01T00:00:00
2020-01-01T00:00:00,13.7,15 to 24 years,2020-01-01T00:00:00
2020-02-01T00:00:00,13.7,15 to 24 years,2020-02-01T00:00:00
2020-03-01T00:00:00,21.3,15 to 24 years,2020-03-01T00:00:00
2020-04-01T00:00:00,26.9,15 to 24 years,2020-04-01T00:00:00
2020-05-01T00:00:00,31.6,15 to 24 years,2020-05-01T00:00:00
2020-06-01T00:00:00,32.5,15 to 24 years,2020-06-01T00:00:00
2020-07-01T00:00:00,26.5,15 to 24 years,2020-07-01T00:00:00
2020-08-01T00:00:00,26.9,15 to 24 years,2020-08-01T00:00:00
2020-09-01T00:00:00,24.4,15 to 24 years,2020-09-01T00:00:00
2020-10-01T00:00:00,23.7,15 to 24 years,2020-10-01T00:00:00
2020-11-01T00:00:00,23.1,15 to 24 years,2020-11-01T00:00:00
2020-12-01T00:00:00,25,15 to 24 years,2020-12-01T00:00:00
2021-01-01T00:00:00,21.5,15 to 24 years,2021-01-01T00:00:00
2021-02-01T00:00:00,19.2,15 to 24 years,2021-02-01T00:00:00
2021-03-01T00:00:00,13.4,15 to 24 years,2021-03-01T00:00:00
2021-04-01T00:00:00,15.2,15 to 24 years,2021-04-01T00:00:00
2021-05-01T00:00:00,14.3,15 to 24 years,2021-05-01T00:00:00
2021-06-01T00:00:00,16.4,15 to 24 years,2021-06-01T00:00:00
2021-07-01T00:00:00,13.2,15 to 24 years,2021-07-01T00:00:00
2021-08-01T00:00:00,13.2,15 to 24 years,2021-08-01T00:00:00
2021-09-01T00:00:00,12.3,15 to 24 years,2021-09-01T00:00:00
2021-10-01T00:00:00,13.2,15 to 24 years,2021-10-01T00:00:00
2021-11-01T00:00:00,13.1,15 to 24 years,2021-11-01T00:00:00
2021-12-01T00:00:00,12.3,15 to 24 years,2021-12-01T00:00:00
2022-01-01T00:00:00,12.5,15 to 24 years,2022-01-01T00:00:00
2022-02-01T00:00:00,12.3,15 to 24 years,2022-02-01T00:00:00
2022-03-01T00:00:00,11,15 to 24 years,2022-03-01T00:00:00
2022-04-01T00:00:00,10.7,15 to 24 years,2022-04-01T00:00:00
2022-05-01T00:00:00,11.7,15 to 24 years,2022-05-01T00:00:00
2022-06-01T00:00:00,10.8,15 to 24 years,2022-06-01T00:00:00
2022-07-01T00:00:00,9.8,15 to 24 years,2022-07-01T00:00:00
2022-08-01T00:00:00,10,15 to 24 years,2022-08-01T00:00:00
2022-09-01T00:00:00,10.7,15 to 24 years,2022-09-01T00:00:00
2022-10-01T00:00:00,11.2,15 to 24 years,2022-10-01T00:00:00
2022-11-01T00:00:00,8.7,15 to 24 years,2022-11-01T00:00:00
2022-12-01T00:00:00,10.7,15 to 24 years,2022-12-01T00:00:00
2023-01-01T00:00:00,10.7,15 to 24 years,2023-01-01T00:00:00
2023-02-01T00:00:00,11.6,15 to 24 years,2023-02-01T00:00:00
2023-03-01T00:00:00,10.4,15 to 24 years,2023-03-01T00:00:00
2023-04-01T00:00:00,11.5,15 to 24 years,2023-04-01T00:00:00
2023-05-01T00:00:00,11.4,15 to 24 years,2023-05-01T00:00:00
2023-06-01T00:00:00,12.4,15 to 24 years,2023-06-01T00:00:00
2023-07-01T00:00:00,12.8,15 to 24 years,2023-07-01T00:00:00
2023-08-01T00:00:00,12.1,15 to 24 years,2023-08-01T00:00:00
2023-09-01T00:00:00,13.2,15 to 24 years,2023-09-01T00:00:00
2023-10-01T00:00:00,12.2,15 to 24 years,2023-10-01T00:00:00
2023-11-01T00:00:00,14.4,15 to 24 years,2023-11-01T00:00:00
2023-12-01T00:00:00,14.4,15 to 24 years,2023-12-01T00:00:00
2024-01-01T00:00:00,15,15 to 24 years,2024-01-01T00:00:00
2024-02-01T00:00:00,14.9,15 to 24 years,2024-02-01T00:00:00
2024-03-01T00:00:00,13.7,15 to 24 years,2024-03-01T00:00:00
2024-04-01T00:00:00,16.6,15 to 24 years,2024-04-01T00:00:00
2024-05-01T00:00:00,14.2,15 to 24 years,2024-05-01T00:00:00
2024-06-01T00:00:00,14.2,15 to 24 years,2024-06-01T00:00:00
2024-07-01T00:00:00,14.3,15 to 24 years,2024-07-01T00:00:00
2024-08-01T00:00:00,14,15 to 24 years,2024-08-01T00:00:00
2024-09-01T00:00:00,14.3,15 to 24 years,2024-09-01T00:00:00
2024-10-01T00:00:00,15.5,15 to 24 years,2024-10-01T00:00:00
1976-01-01T00:00:00,2.8,25 to 54 years,1976-01-01T00:00:00
1976-02-01T00:00:00,2.5,25 to 54 years,1976-02-01T00:00:00
1976-03-01T00:00:00,2,25 to 54 years,1976-03-01T00:00:00
1976-04-01T00:00:00,2.3,25 to 54 years,1976-04-01T00:00:00
1976-05-01T00:00:00,2.7,25 to 54 years,1976-05-01T00:00:00
1976-06-01T00:00:00,2.3,25 to 54 years,1976-06-01T00:00:00
1976-07-01T00:00:00,2.3,25 to 54 years,1976-07-01T00:00:00
1976-08-01T00:00:00,1.8,25 to 54 years,1976-08-01T00:00:00
1976-09-01T00:00:00,2.6,25 to 54 years,1976-09-01T00:00:00
1976-10-01T00:00:00,2.6,25 to 54 years,1976-10-01T00:00:00
1976-11-01T00:00:00,2.9,25 to 54 years,1976-11-01T00:00:00
1976-12-01T00:00:00,2.8,25 to 54 years,1976-12-01T00:00:00
1977-01-01T00:00:00,2.9,25 to 54 years,1977-01-01T00:00:00
1977-02-01T00:00:00,2.5,25 to 54 years,1977-02-01T00:00:00
1977-03-01T00:00:00,2.9,25 to 54 years,1977-03-01T00:00:00
1977-04-01T00:00:00,2.7,25 to 54 years,1977-04-01T00:00:00
1977-05-01T00:00:00,2.9,25 to 54 years,1977-05-01T00:00:00
1977-06-01T00:00:00,2.7,25 to 54 years,1977-06-01T00:00:00
1977-07-01T00:00:00,2.7,25 to 54 years,1977-07-01T00:00:00
1977-08-01T00:00:00,3,25 to 54 years,1977-08-01T00:00:00
1977-09-01T00:00:00,2.9,25 to 54 years,1977-09-01T00:00:00
1977-10-01T00:00:00,2.9,25 to 54 years,1977-10-01T00:00:00
1977-11-01T00:00:00,3.9,25 to 54 years,1977-11-01T00:00:00
1977-12-01T00:00:00,3.4,25 to 54 years,1977-12-01T00:00:00
1978-01-01T00:00:00,3.5,25 to 54 years,1978-01-01T00:00:00
1978-02-01T00:00:00,3.7,25 to 54 years,1978-02-01T00:00:00
1978-03-01T00:00:00,3.8,25 to 54 years,1978-03-01T00:00:00
1978-04-01T00:00:00,3.5,25 to 54 years,1978-04-01T00:00:00
1978-05-01T00:00:00,3.2,25 to 54 years,1978-05-01T00:00:00
1978-06-01T00:00:00,3.5,25 to 54 years,1978-06-01T00:00:00
1978-07-01T00:00:00,3.2,25 to 54 years,1978-07-01T00:00:00
1978-08-01T00:00:00,3.5,25 to 54 years,1978-08-01T00:00:00
1978-09-01T00:00:00,3.3,25 to 54 years,1978-09-01T00:00:00
1978-10-01T00:00:00,3.5,25 to 54 years,1978-10-01T00:00:00
1978-11-01T00:00:00,2.8,25 to 54 years,1978-11-01T00:00:00
1978-12-01T00:00:00,2.9,25 to 54 years,1978-12-01T00:00:00
1979-01-01T00:00:00,3,25 to 54 years,1979-01-01T00:00:00
1979-02-01T00:00:00,3.3,25 to 54 years,1979-02-01T00:00:00
1979-03-01T00:00:00,2.8,25 to 54 years,1979-03-01T00:00:00
1979-04-01T00:00:00,3.1,25 to 54 years,1979-04-01T00:00:00
1979-05-01T00:00:00,2.8,25 to 54 years,1979-05-01T00:00:00
1979-06-01T00:00:00,2.9,25 to 54 years,1979-06-01T00:00:00
1979-07-01T00:00:00,2.9,25 to 54 years,1979-07-01T00:00:00
1979-08-01T00:00:00,2.6,25 to 54 years,1979-08-01T00:00:00
1979-09-01T00:00:00,2.7,25 to 54 years,1979-09-01T00:00:00
1979-10-01T00:00:00,3,25 to 54 years,1979-10-01T00:00:00
1979-11-01T00:00:00,3,25 to 54 years,1979-11-01T00:00:00
1979-12-01T00:00:00,3.1,25 to 54 years,1979-12-01T00:00:00
1980-01-01T00:00:00,2.9,25 to 54 years,1980-01-01T00:00:00
1980-02-01T00:00:00,3,25 to 54 years,1980-02-01T00:00:00
1980-03-01T00:00:00,2.6,25 to 54 years,1980-03-01T00:00:00
1980-04-01T00:00:00,2.7,25 to 54 years,1980-04-01T00:00:00
1980-05-01T00:00:00,2.7,25 to 54 years,1980-05-01T00:00:00
1980-06-01T00:00:00,2.6,25 to 54 years,1980-06-01T00:00:00
1980-07-01T00:00:00,2.5,25 to 54 years,1980-07-01T00:00:00
1980-08-01T00:00:00,2.6,25 to 54 years,1980-08-01T00:00:00
1980-09-01T00:00:00,2.5,25 to 54 years,1980-09-01T00:00:00
1980-10-01T00:00:00,2.6,25 to 54 years,1980-10-01T00:00:00
1980-11-01T00:00:00,2.6,25 to 54 years,1980-11-01T00:00:00
1980-12-01T00:00:00,2.8,25 to 54 years,1980-12-01T00:00:00
1981-01-01T00:00:00,2.8,25 to 54 years,1981-01-01T00:00:00
1981-02-01T00:00:00,2.8,25 to 54 years,1981-02-01T00:00:00
1981-03-01T00:00:00,3.2,25 to 54 years,1981-03-01T00:00:00
1981-04-01T00:00:00,2.8,25 to 54 years,1981-04-01T00:00:00
1981-05-01T00:00:00,2.6,25 to 54 years,1981-05-01T00:00:00
1981-06-01T00:00:00,2.6,25 to 54 years,1981-06-01T00:00:00
1981-07-01T00:00:00,2.5,25 to 54 years,1981-07-01T00:00:00
1981-08-01T00:00:00,2.4,25 to 54 years,1981-08-01T00:00:00
1981-09-01T00:00:00,2.5,25 to 54 years,1981-09-01T00:00:00
1981-10-01T00:00:00,3,25 to 54 years,1981-10-01T00:00:00
1981-11-01T00:00:00,3.4,25 to 54 years,1981-11-01T00:00:00
1981-12-01T00:00:00,3.8,25 to 54 years,1981-12-01T00:00:00
1982-01-01T00:00:00,3.9,25 to 54 years,1982-01-01T00:00:00
1982-02-01T00:00:00,4,25 to 54 years,1982-02-01T00:00:00
1982-03-01T00:00:00,4.3,25 to 54 years,1982-03-01T00:00:00
1982-04-01T00:00:00,4.9,25 to 54 years,1982-04-01T00:00:00
1982-05-01T00:00:00,5.6,25 to 54 years,1982-05-01T00:00:00
1982-06-01T00:00:00,5.9,25 to 54 years,1982-06-01T00:00:00
1982-07-01T00:00:00,6.4,25 to 54 years,1982-07-01T00:00:00
1982-08-01T00:00:00,6.5,25 to 54 years,1982-08-01T00:00:00
1982-09-01T00:00:00,7.7,25 to 54 years,1982-09-01T00:00:00
1982-10-01T00:00:00,8,25 to 54 years,1982-10-01T00:00:00
1982-11-01T00:00:00,8.6,25 to 54 years,1982-11-01T00:00:00
1982-12-01T00:00:00,9,25 to 54 years,1982-12-01T00:00:00
1983-01-01T00:00:00,9.1,25 to 54 years,1983-01-01T00:00:00
1983-02-01T00:00:00,9.3,25 to 54 years,1983-02-01T00:00:00
1983-03-01T00:00:00,9.3,25 to 54 years,1983-03-01T00:00:00
1983-04-01T00:00:00,9.5,25 to 54 years,1983-04-01T00:00:00
1983-05-01T00:00:00,9.6,25 to 54 years,1983-05-01T00:00:00
1983-06-01T00:00:00,9.9,25 to 54 years,1983-06-01T00:00:00
1983-07-01T00:00:00,10.6,25 to 54 years,1983-07-01T00:00:00
1983-08-01T00:00:00,9.4,25 to 54 years,1983-08-01T00:00:00
1983-09-01T00:00:00,9.7,25 to 54 years,1983-09-01T00:00:00
1983-10-01T00:00:00,9.3,25 to 54 years,1983-10-01T00:00:00
1983-11-01T00:00:00,9.1,25 to 54 years,1983-11-01T00:00:00
1983-12-01T00:00:00,9.3,25 to 54 years,1983-12-01T00:00:00
1984-01-01T00:00:00,9.2,25 to 54 years,1984-01-01T00:00:00
1984-02-01T00:00:00,9.1,25 to 54 years,1984-02-01T00:00:00
1984-03-01T00:00:00,9.9,25 to 54 years,1984-03-01T00:00:00
1984-04-01T00:00:00,9.6,25 to 54 years,1984-04-01T00:00:00
1984-05-01T00:00:00,10.6,25 to 54 years,1984-05-01T00:00:00
1984-06-01T00:00:00,10.3,25 to 54 years,1984-06-01T00:00:00
1984-07-01T00:00:00,10,25 to 54 years,1984-07-01T00:00:00
1984-08-01T00:00:00,10.5,25 to 54 years,1984-08-01T00:00:00
1984-09-01T00:00:00,11.7,25 to 54 years,1984-09-01T00:00:00
1984-10-01T00:00:00,10.5,25 to 54 years,1984-10-01T00:00:00
1984-11-01T00:00:00,10.2,25 to 54 years,1984-11-01T00:00:00
1984-12-01T00:00:00,10,25 to 54 years,1984-12-01T00:00:00
1985-01-01T00:00:00,9.4,25 to 54 years,1985-01-01T00:00:00
1985-02-01T00:00:00,9.4,25 to 54 years,1985-02-01T00:00:00
1985-03-01T00:00:00,9,25 to 54 years,1985-03-01T00:00:00
1985-04-01T00:00:00,8.9,25 to 54 years,1985-04-01T00:00:00
1985-05-01T00:00:00,9,25 to 54 years,1985-05-01T00:00:00
1985-06-01T00:00:00,8.2,25 to 54 years,1985-06-01T00:00:00
1985-07-01T00:00:00,8.2,25 to 54 years,1985-07-01T00:00:00
1985-08-01T00:00:00,8,25 to 54 years,1985-08-01T00:00:00
1985-09-01T00:00:00,7.8,25 to 54 years,1985-09-01T00:00:00
1985-10-01T00:00:00,8,25 to 54 years,1985-10-01T00:00:00
1985-11-01T00:00:00,8.2,25 to 54 years,1985-11-01T00:00:00
1985-12-01T00:00:00,7.7,25 to 54 years,1985-12-01T00:00:00
1986-01-01T00:00:00,7.2,25 to 54 years,1986-01-01T00:00:00
1986-02-01T00:00:00,7.1,25 to 54 years,1986-02-01T00:00:00
1986-03-01T00:00:00,7.9,25 to 54 years,1986-03-01T00:00:00
1986-04-01T00:00:00,8.6,25 to 54 years,1986-04-01T00:00:00
1986-05-01T00:00:00,9.3,25 to 54 years,1986-05-01T00:00:00
1986-06-01T00:00:00,10,25 to 54 years,1986-06-01T00:00:00
1986-07-01T00:00:00,9.4,25 to 54 years,1986-07-01T00:00:00
1986-08-01T00:00:00,9.7,25 to 54 years,1986-08-01T00:00:00
1986-09-01T00:00:00,9,25 to 54 years,1986-09-01T00:00:00
1986-10-01T00:00:00,9.3,25 to 54 years,1986-10-01T00:00:00
1986-11-01T00:00:00,9,25 to 54 years,1986-11-01T00:00:00
1986-12-01T00:00:00,8.5,25 to 54 years,1986-12-01T00:00:00
1987-01-01T00:00:00,8.9,25 to 54 years,1987-01-01T00:00:00
1987-02-01T00:00:00,8.9,25 to 54 years,1987-02-01T00:00:00
1987-03-01T00:00:00,8.5,25 to 54 years,1987-03-01T00:00:00
1987-04-01T00:00:00,8.7,25 to 54 years,1987-04-01T00:00:00
1987-05-01T00:00:00,8,25 to 54 years,1987-05-01T00:00:00
1987-06-01T00:00:00,8.4,25 to 54 years,1987-06-01T00:00:00
1987-07-01T00:00:00,8.3,25 to 54 years,1987-07-01T00:00:00
1987-08-01T00:00:00,8.4,25 to 54 years,1987-08-01T00:00:00
1987-09-01T00:00:00,8.1,25 to 54 years,1987-09-01T00:00:00
1987-10-01T00:00:00,6.8,25 to 54 years,1987-10-01T00:00:00
1987-11-01T00:00:00,7,25 to 54 years,1987-11-01T00:00:00
1987-12-01T00:00:00,7.1,25 to 54 years,1987-12-01T00:00:00
1988-01-01T00:00:00,7.4,25 to 54 years,1988-01-01T00:00:00
1988-02-01T00:00:00,7,25 to 54 years,1988-02-01T00:00:00
1988-03-01T00:00:00,7.1,25 to 54 years,1988-03-01T00:00:00
1988-04-01T00:00:00,6.7,25 to 54 years,1988-04-01T00:00:00
1988-05-01T00:00:00,6.6,25 to 54 years,1988-05-01T00:00:00
1988-06-01T00:00:00,6.6,25 to 54 years,1988-06-01T00:00:00
1988-07-01T00:00:00,6.6,25 to 54 years,1988-07-01T00:00:00
