Date,Value,Series,labels
2019-06-01T00:00:00,5.5,25 to 54 years,2019-06-01T00:00:00
2019-07-01T00:00:00,5.7,25 to 54 years,2019-07-01T00:00:00
2019-08-01T00:00:00,6.5,25 to 54 years,2019-08-01T00:00:00
2019-09-01T00:00:00,5.1,25 to 54 years,2019-09-01T00:00:00
2019-10-01T00:00:00,5.3,25 to 54 years,2019-10-01T00:00:00
2019-11-01T00:00:00,5.9,25 to 54 years,2019-11-01T00:00:00
2019-12-01T00:00:00,5.6,25 to 54 years,2019-12-01T00:00:00
2020-01-01T00:00:00,6.2,25 to 54 years,2020-01-01T00:00:00
2020-02-01T00:00:00,5.9,25 to 54 years,2020-02-01T00:00:00
2020-03-01T00:00:00,6.9,25 to 54 years,2020-03-01T00:00:00
2020-04-01T00:00:00,11.5,25 to 54 years,2020-04-01T00:00:00
2020-05-01T00:00:00,13.5,25 to 54 years,2020-05-01T00:00:00
2020-06-01T00:00:00,11.7,25 to 54 years,2020-06-01T00:00:00
2020-07-01T00:00:00,10.2,25 to 54 years,2020-07-01T00:00:00
2020-08-01T00:00:00,9.6,25 to 54 years,2020-08-01T00:00:00
2020-09-01T00:00:00,9.5,25 to 54 years,2020-09-01T00:00:00
2020-10-01T00:00:00,8.9,25 to 54 years,2020-10-01T00:00:00
2020-11-01T00:00:00,8.8,25 to 54 years,2020-11-01T00:00:00
2020-12-01T00:00:00,8.4,25 to 54 years,2020-12-01T00:00:00
2021-01-01T00:00:00,8.5,25 to 54 years,2021-01-01T00:00:00
2021-02-01T00:00:00,8.1,25 to 54 years,2021-02-01T00:00:00
2021-03-01T00:00:00,8.2,25 to 54 years,2021-03-01T00:00:00
2021-04-01T00:00:00,7.5,25 to 54 years,2021-04-01T00:00:00
2021-05-01T00:00:00,7.5,25 to 54 years,2021-05-01T00:00:00
2021-06-01T00:00:00,7.4,25 to 54 years,2021-06-01T00:00:00
2021-07-01T00:00:00,7.1,25 to 54 years,2021-07-01T00:00:00
2021-08-01T00:00:00,6.5,25 to 54 years,2021-08-01T00:00:00
2021-09-01T00:00:00,6.3,25 to 54 years,2021-09-01T00:00:00
2021-10-01T00:00:00,6.4,25 to 54 years,2021-10-01T00:00:00
2021-11-01T00:00:00,6.1,25 to 54 years,2021-11-01T00:00:00
2021-12-01T00:00:00,5.4,25 to 54 years,2021-12-01T00:00:00
2022-01-01T00:00:00,5.3,25 to 54 years,2022-01-01T00:00:00
2022-02-01T00:00:00,5,25 to 54 years,2022-02-01T00:00:00
2022-03-01T00:00:00,4.8,25 to 54 years,2022-03-01T00:00:00
2022-04-01T00:00:00,4.7,25 to 54 years,2022-04-01T00:00:00
2022-05-01T00:00:00,4.5,25 to 54 years,2022-05-01T00:00:00
2022-06-01T00:00:00,4.2,25 to 54 years,2022-06-01T00:00:00
2022-07-01T00:00:00,3.8,25 to 54 years,2022-07-01T00:00:00
2022-08-01T00:00:00,4.8,25 to 54 years,2022-08-01T00:00:00
2022-09-01T00:00:00,4.6,25 to 54 years,2022-09-01T00:00:00
2022-10-01T00:00:00,4.3,25 to 54 years,2022-10-01T00:00:00
2022-11-01T00:00:00,5.2,25 to 54 years,2022-11-01T00:00:00
2022-12-01T00:00:00,4.8,25 to 54 years,2022-12-01T00:00:00
2023-01-01T00:00:00,5.1,25 to 54 years,2023-01-01T00:00:00
2023-02-01T00:00:00,5.1,25 to 54 years,2023-02-01T00:00:00
2023-03-01T00:00:00,5.1,25 to 54 years,2023-03-01T00:00:00
2023-04-01T00:00:00,5.1,25 to 54 years,2023-04-01T00:00:00
2023-05-01T00:00:00,4.9,25 to 54 years,2023-05-01T00:00:00
2023-06-01T00:00:00,4.8,25 to 54 years,2023-06-01T00:00:00
2023-07-01T00:00:00,5.1,25 to 54 years,2023-07-01T00:00:00
2023-08-01T00:00:00,4.7,25 to 54 years,2023-08-01T00:00:00
2023-09-01T00:00:00,4.2,25 to 54 years,2023-09-01T00:00:00
2023-10-01T00:00:00,5.1,25 to 54 years,2023-10-01T00:00:00
2023-11-01T00:00:00,4.7,25 to 54 years,2023-11-01T00:00:00
2023-12-01T00:00:00,4.7,25 to 54 years,2023-12-01T00:00:00
2024-01-01T00:00:00,4.8,25 to 54 years,2024-01-01T00:00:00
2024-02-01T00:00:00,4.5,25 to 54 years,2024-02-01T00:00:00
2024-03-01T00:00:00,5,25 to 54 years,2024-03-01T00:00:00
2024-04-01T00:00:00,5.4,25 to 54 years,2024-04-01T00:00:00
2024-05-01T00:00:00,5.9,25 to 54 years,2024-05-01T00:00:00
2024-06-01T00:00:00,5.8,25 to 54 years,2024-06-01T00:00:00
2024-07-01T00:00:00,5.7,25 to 54 years,2024-07-01T00:00:00
2024-08-01T00:00:00,6.6,25 to 54 years,2024-08-01T00:00:00
2024-09-01T00:00:00,6.5,25 to 54 years,2024-09-01T00:00:00
2024-10-01T00:00:00,6.1,25 to 54 years,2024-10-01T00:00:00
1976-01-01T00:00:00,2.1,55 years and over,1976-01-01T00:00:00
1976-02-01T00:00:00,1.7,55 years and over,1976-02-01T00:00:00
1976-03-01T00:00:00,1.7,55 years and over,1976-03-01T00:00:00
1976-04-01T00:00:00,1.8,55 years and over,1976-04-01T00:00:00
1976-05-01T00:00:00,3.1,55 years and over,1976-05-01T00:00:00
1976-06-01T00:00:00,2.5,55 years and over,1976-06-01T00:00:00
1976-07-01T00:00:00,2.9,55 years and over,1976-07-01T00:00:00
1976-08-01T00:00:00,2.3,55 years and over,1976-08-01T00:00:00
1976-09-01T00:00:00,2.5,55 years and over,1976-09-01T00:00:00
1976-10-01T00:00:00,1.8,55 years and over,1976-10-01T00:00:00
1976-11-01T00:00:00,,55 years and over,1976-11-01T00:00:00
1976-12-01T00:00:00,1.9,55 years and over,1976-12-01T00:00:00
1977-01-01T00:00:00,2.5,55 years and over,1977-01-01T00:00:00
1977-02-01T00:00:00,2.9,55 years and over,1977-02-01T00:00:00
1977-03-01T00:00:00,2.5,55 years and over,1977-03-01T00:00:00
1977-04-01T00:00:00,2.3,55 years and over,1977-04-01T00:00:00
1977-05-01T00:00:00,2.1,55 years and over,1977-05-01T00:00:00
1977-06-01T00:00:00,2.1,55 years and over,1977-06-01T00:00:00
1977-07-01T00:00:00,1.8,55 years and over,1977-07-01T00:00:00
1977-08-01T00:00:00,2.5,55 years and over,1977-08-01T00:00:00
1977-09-01T00:00:00,3.6,55 years and over,1977-09-01T00:00:00
1977-10-01T00:00:00,1.8,55 years and over,1977-10-01T00:00:00
1977-11-01T00:00:00,2,55 years and over,1977-11-01T00:00:00
1977-12-01T00:00:00,2.6,55 years and over,1977-12-01T00:00:00
1978-01-01T00:00:00,2.4,55 years and over,1978-01-01T00:00:00
1978-02-01T00:00:00,2.5,55 years and over,1978-02-01T00:00:00
1978-03-01T00:00:00,1.7,55 years and over,1978-03-01T00:00:00
1978-04-01T00:00:00,1.8,55 years and over,1978-04-01T00:00:00
1978-05-01T00:00:00,2.4,55 years and over,1978-05-01T00:00:00
1978-06-01T00:00:00,1.9,55 years and over,1978-06-01T00:00:00
1978-07-01T00:00:00,2,55 years and over,1978-07-01T00:00:00
1978-08-01T00:00:00,2.5,55 years and over,1978-08-01T00:00:00
1978-09-01T00:00:00,2.2,55 years and over,1978-09-01T00:00:00
1978-10-01T00:00:00,2.9,55 years and over,1978-10-01T00:00:00
1978-11-01T00:00:00,3,55 years and over,1978-11-01T00:00:00
1978-12-01T00:00:00,2.5,55 years and over,1978-12-01T00:00:00
1979-01-01T00:00:00,2.3,55 years and over,1979-01-01T00:00:00
1979-02-01T00:00:00,2.4,55 years and over,1979-02-01T00:00:00
1979-03-01T00:00:00,3,55 years and over,1979-03-01T00:00:00
1979-04-01T00:00:00,2.9,55 years and over,1979-04-01T00:00:00
1979-05-01T00:00:00,2.8,55 years and over,1979-05-01T00:00:00
1979-06-01T00:00:00,1.7,55 years and over,1979-06-01T00:00:00
1979-07-01T00:00:00,2.4,55 years and over,1979-07-01T00:00:00
1979-08-01T00:00:00,2.2,55 years and over,1979-08-01T00:00:00
1979-09-01T00:00:00,2.2,55 years and over,1979-09-01T00:00:00
1979-10-01T00:00:00,1.9,55 years and over,1979-10-01T00:00:00
1979-11-01T00:00:00,2,55 years and over,1979-11-01T00:00:00
1979-12-01T00:00:00,1.9,55 years and over,1979-12-01T00:00:00
1980-01-01T00:00:00,,55 years and over,1980-01-01T00:00:00
1980-02-01T00:00:00,2.5,55 years and over,1980-02-01T00:00:00
1980-03-01T00:00:00,1.8,55 years and over,1980-03-01T00:00:00
1980-04-01T00:00:00,2.3,55 years and over,1980-04-01T00:00:00
1980-05-01T00:00:00,1.8,55 years and over,1980-05-01T00:00:00
1980-06-01T00:00:00,1.6,55 years and over,1980-06-01T00:00:00
1980-07-01T00:00:00,2.1,55 years and over,1980-07-01T00:00:00
1980-08-01T00:00:00,2.9,55 years and over,1980-08-01T00:00:00
1980-09-01T00:00:00,1.9,55 years and over,1980-09-01T00:00:00
1980-10-01T00:00:00,2.2,55 years and over,1980-10-01T00:00:00
1980-11-01T00:00:00,2,55 years and over,1980-11-01T00:00:00
1980-12-01T00:00:00,1.8,55 years and over,1980-12-01T00:00:00
1981-01-01T00:00:00,2.6,55 years and over,1981-01-01T00:00:00
1981-02-01T00:00:00,1.9,55 years and over,1981-02-01T00:00:00
1981-03-01T00:00:00,1.9,55 years and over,1981-03-01T00:00:00
1981-04-01T00:00:00,2.3,55 years and over,1981-04-01T00:00:00
1981-05-01T00:00:00,2.2,55 years and over,1981-05-01T00:00:00
1981-06-01T00:00:00,2.3,55 years and over,1981-06-01T00:00:00
1981-07-01T00:00:00,2.4,55 years and over,1981-07-01T00:00:00
1981-08-01T00:00:00,1.7,55 years and over,1981-08-01T00:00:00
1981-09-01T00:00:00,2.3,55 years and over,1981-09-01T00:00:00
1981-10-01T00:00:00,1.7,55 years and over,1981-10-01T00:00:00
1981-11-01T00:00:00,2.1,55 years and over,1981-11-01T00:00:00
1981-12-01T00:00:00,1.5,55 years and over,1981-12-01T00:00:00
1982-01-01T00:00:00,2.3,55 years and over,1982-01-01T00:00:00
1982-02-01T00:00:00,2.1,55 years and over,1982-02-01T00:00:00
1982-03-01T00:00:00,2.7,55 years and over,1982-03-01T00:00:00
1982-04-01T00:00:00,2.7,55 years and over,1982-04-01T00:00:00
1982-05-01T00:00:00,2.5,55 years and over,1982-05-01T00:00:00
1982-06-01T00:00:00,4,55 years and over,1982-06-01T00:00:00
1982-07-01T00:00:00,2.6,55 years and over,1982-07-01T00:00:00
1982-08-01T00:00:00,3.2,55 years and over,1982-08-01T00:00:00
1982-09-01T00:00:00,3.5,55 years and over,1982-09-01T00:00:00
1982-10-01T00:00:00,4.5,55 years and over,1982-10-01T00:00:00
1982-11-01T00:00:00,5.5,55 years and over,1982-11-01T00:00:00
1982-12-01T00:00:00,5.1,55 years and over,1982-12-01T00:00:00
1983-01-01T00:00:00,5.6,55 years and over,1983-01-01T00:00:00
1983-02-01T00:00:00,6.4,55 years and over,1983-02-01T00:00:00
1983-03-01T00:00:00,7.3,55 years and over,1983-03-01T00:00:00
1983-04-01T00:00:00,5.9,55 years and over,1983-04-01T00:00:00
1983-05-01T00:00:00,5.8,55 years and over,1983-05-01T00:00:00
1983-06-01T00:00:00,6.9,55 years and over,1983-06-01T00:00:00
1983-07-01T00:00:00,6.6,55 years and over,1983-07-01T00:00:00
1983-08-01T00:00:00,9.5,55 years and over,1983-08-01T00:00:00
1983-09-01T00:00:00,8.5,55 years and over,1983-09-01T00:00:00
1983-10-01T00:00:00,8,55 years and over,1983-10-01T00:00:00
1983-11-01T00:00:00,6.7,55 years and over,1983-11-01T00:00:00
1983-12-01T00:00:00,7.7,55 years and over,1983-12-01T00:00:00
1984-01-01T00:00:00,7.3,55 years and over,1984-01-01T00:00:00
1984-02-01T00:00:00,6.5,55 years and over,1984-02-01T00:00:00
1984-03-01T00:00:00,7.6,55 years and over,1984-03-01T00:00:00
1984-04-01T00:00:00,7.6,55 years and over,1984-04-01T00:00:00
1984-05-01T00:00:00,9.1,55 years and over,1984-05-01T00:00:00
1984-06-01T00:00:00,9.2,55 years and over,1984-06-01T00:00:00
1984-07-01T00:00:00,8.6,55 years and over,1984-07-01T00:00:00
1984-08-01T00:00:00,7.7,55 years and over,1984-08-01T00:00:00
1984-09-01T00:00:00,9.4,55 years and over,1984-09-01T00:00:00
1984-10-01T00:00:00,7.7,55 years and over,1984-10-01T00:00:00
1984-11-01T00:00:00,8.2,55 years and over,1984-11-01T00:00:00
1984-12-01T00:00:00,7,55 years and over,1984-12-01T00:00:00
1985-01-01T00:00:00,6.1,55 years and over,1985-01-01T00:00:00
1985-02-01T00:00:00,7.9,55 years and over,1985-02-01T00:00:00
1985-03-01T00:00:00,8.1,55 years and over,1985-03-01T00:00:00
1985-04-01T00:00:00,8.9,55 years and over,1985-04-01T00:00:00
1985-05-01T00:00:00,6.8,55 years and over,1985-05-01T00:00:00
1985-06-01T00:00:00,7.3,55 years and over,1985-06-01T00:00:00
1985-07-01T00:00:00,7.6,55 years and over,1985-07-01T00:00:00
1985-08-01T00:00:00,8,55 years and over,1985-08-01T00:00:00
1985-09-01T00:00:00,6.6,55 years and over,1985-09-01T00:00:00
1985-10-01T00:00:00,7.5,55 years and over,1985-10-01T00:00:00
1985-11-01T00:00:00,6.7,55 years and over,1985-11-01T00:00:00
1985-12-01T00:00:00,7.3,55 years and over,1985-12-01T00:00:00
1986-01-01T00:00:00,7.2,55 years and over,1986-01-01T00:00:00
1986-02-01T00:00:00,6.5,55 years and over,1986-02-01T00:00:00
1986-03-01T00:00:00,6.3,55 years and over,1986-03-01T00:00:00
1986-04-01T00:00:00,6.9,55 years and over,1986-04-01T00:00:00
1986-05-01T00:00:00,7.1,55 years and over,1986-05-01T00:00:00
1986-06-01T00:00:00,6.2,55 years and over,1986-06-01T00:00:00
1986-07-01T00:00:00,6.4,55 years and over,1986-07-01T00:00:00
1986-08-01T00:00:00,6.5,55 years and over,1986-08-01T00:00:00
1986-09-01T00:00:00,8,55 years and over,1986-09-01T00:00:00
1986-10-01T00:00:00,9,55 years and over,1986-10-01T00:00:00
1986-11-01T00:00:00,9.4,55 years and over,1986-11-01T00:00:00
1986-12-01T00:00:00,10.3,55 years and over,1986-12-01T00:00:00
1987-01-01T00:00:00,10.8,55 years and over,1987-01-01T00:00:00
1987-02-01T00:00:00,11,55 years and over,1987-02-01T00:00:00
1987-03-01T00:00:00,10.6,55 years and over,1987-03-01T00:00:00
1987-04-01T00:00:00,9.7,55 years and over,1987-04-01T00:00:00
1987-05-01T00:00:00,8.8,55 years and over,1987-05-01T00:00:00
1987-06-01T00:00:00,6.9,55 years and over,1987-06-01T00:00:00
1987-07-01T00:00:00,7,55 years and over,1987-07-01T00:00:00
1987-08-01T00:00:00,7.3,55 years and over,1987-08-01T00:00:00
1987-09-01T00:00:00,7.1,55 years and over,1987-09-01T00:00:00
1987-10-01T00:00:00,7.7,55 years and over,1987-10-01T00:00:00
1987-11-01T00:00:00,6.8,55 years and over,1987-11-01T00:00:00
1987-12-01T00:00:00,6.9,55 years and over,1987-12-01T00:00:00
1988-01-01T00:00:00,6.9,55 years and over,1988-01-01T00:00:00
1988-02-01T00:00:00,7.8,55 years and over,1988-02-01T00:00:00
1988-03-01T00:00:00,7.7,55 years and over,1988-03-01T00:00:00
1988-04-01T00:00:00,7,55 years and over,1988-04-01T00:00:00
1988-05-01T00:00:00,7.1,55 years and over,1988-05-01T00:00:00
1988-06-01T00:00:00,7.4,55 years and over,1988-06-01T00:00:00
1988-07-01T00:00:00,7.6,55 years and over,1988-07-01T00:00:00
1988-08-01T00:00:00,7.8,55 years and over,1988-08-01T00:00:00
1988-09-01T00:00:00,5.5,55 years and over,1988-09-01T00:00:00
1988-10-01T00:00:00,5.7,55 years and over,1988-10-01T00:00:00
1988-11-01T00:00:00,5.9,55 years and over,1988-11-01T00:00:00
1988-12-01T00:00:00,6.4,55 years and over,1988-12-01T00:00:00
1989-01-01T00:00:00,5.9,55 years and over,1989-01-01T00:00:00
1989-02-01T00:00:00,6,55 years and over,1989-02-01T00:00:00
1989-03-01T00:00:00,6.5,55 years and over,1989-03-01T00:00:00
1989-04-01T00:00:00,5.8,55 years and over,1989-04-01T00:00:00
1989-05-01T00:00:00,4.1,55 years and over,1989-05-01T00:00:00
1989-06-01T00:00:00,4.7,55 years and over,1989-06-01T00:00:00
1989-07-01T00:00:00,5.2,55 years and over,1989-07-01T00:00:00
1989-08-01T00:00:00,5,55 years and over,1989-08-01T00:00:00
1989-09-01T00:00:00,5.6,55 years and over,1989-09-01T00:00:00
1989-10-01T00:00:00,5.4,55 years and over,1989-10-01T00:00:00
1989-11-01T00:00:00,5.2,55 years and over,1989-11-01T00:00:00
1989-12-01T00:00:00,5.1,55 years and over,1989-12-01T00:00:00
1990-01-01T00:00:00,3.5,55 years and over,1990-01-01T00:00:00
1990-02-01T00:00:00,3.7,55 years and over,1990-02-01T00:00:00
1990-03-01T00:00:00,4.5,55 years and over,1990-03-01T00:00:00
1990-04-01T00:00:00,5.6,55 years and over,1990-04-01T00:00:00
1990-05-01T00:00:00,6.2,55 years and over,1990-05-01T00:00:00
1990-06-01T00:00:00,5.5,55 years and over,1990-06-01T00:00:00
1990-07-01T00:00:00,5.5,55 years and over,1990-07-01T00:00:00
1990-08-01T00:00:00,6.4,55 years and over,1990-08-01T00:00:00
1990-09-01T00:00:00,5.9,55 years and over,1990-09-01T00:00:00
1990-10-01T00:00:00,5.8,55 years and over,1990-10-01T00:00:00
1990-11-01T00:00:00,6,55 years and over,1990-11-01T00:00:00
1990-12-01T00:00:00,5.5,55 years and over,1990-12-01T00:00:00
1991-01-01T00:00:00,5.2,55 years and over,1991-01-01T00:00:00
1991-02-01T00:00:00,4.1,55 years and over,1991-02-01T00:00:00
1991-03-01T00:00:00,5.7,55 years and over,1991-03-01T00:00:00
1991-04-01T00:00:00,5.4,55 years and over,1991-04-01T00:00:00
1991-05-01T00:00:00,6.1,55 years and over,1991-05-01T00:00:00
1991-06-01T00:00:00,6.1,55 years and over,1991-06-01T00:00:00
1991-07-01T00:00:00,5.4,55 years and over,1991-07-01T00:00:00
1991-08-01T00:00:00,5.6,55 years and over,1991-08-01T00:00:00
1991-09-01T00:00:00,6.7,55 years and over,1991-09-01T00:00:00
1991-10-01T00:00:00,6.4,55 years and over,1991-10-01T00:00:00
1991-11-01T00:00:00,6,55 years and over,1991-11-01T00:00:00
1991-12-01T00:00:00,6.3,55 years and over,1991-12-01T00:00:00
1992-01-01T00:00:00,7.3,55 years and over,1992-01-01T00:00:00
1992-02-01T00:00:00,7.4,55 years and over,1992-02-01T00:00:00
1992-03-01T00:00:00,6.6,55 years and over,1992-03-01T00:00:00
1992-04-01T00:00:00,5.2,55 years and over,1992-04-01T00:00:00
1992-05-01T00:00:00,5.1,55 years and over,1992-05-01T00:00:00
1992-06-01T00:00:00,6.8,55 years and over,1992-06-01T00:00:00
1992-07-01T00:00:00,6.3,55 years and over,1992-07-01T00:00:00
1992-08-01T00:00:00,7,55 years and over,1992-08-01T00:00:00
1992-09-01T00:00:00,6.8,55 years and over,1992-09-01T00:00:00
1992-10-01T00:00:00,8.2,55 years and over,1992-10-01T00:00:00
1992-11-01T00:00:00,9.5,55 years and over,1992-11-01T00:00:00
1992-12-01T00:00:00,8.3,55 years and over,1992-12-01T00:00:00
1993-01-01T00:00:00,7.5,55 years and over,1993-01-01T00:00:00
1993-02-01T00:00:00,9,55 years and over,1993-02-01T00:00:00
1993-03-01T00:00:00,9.7,55 years and over,1993-03-01T00:00:00
1993-04-01T00:00:00,8.2,55 years and over,1993-04-01T00:00:00
1993-05-01T00:00:00,8.9,55 years and over,1993-05-01T00:00:00
1993-06-01T00:00:00,9.1,55 years and over,1993-06-01T00:00:00
1993-07-01T00:00:00,9.2,55 years and over,1993-07-01T00:00:00
1993-08-01T00:00:00,9.2,55 years and over,1993-08-01T00:00:00
1993-09-01T00:00:00,8.4,55 years and over,1993-09-01T00:00:00
1993-10-01T00:00:00,8.4,55 years and over,1993-10-01T00:00:00
1993-11-01T00:00:00,7.8,55 years and over,1993-11-01T00:00:00
1993-12-01T00:00:00,8.6,55 years and over,1993-12-01T00:00:00
1994-01-01T00:00:00,8.2,55 years and over,1994-01-01T00:00:00
1994-02-01T00:00:00,7.4,55 years and over,1994-02-01T00:00:00
1994-03-01T00:00:00,8.5,55 years and over,1994-03-01T00:00:00
1994-04-01T00:00:00,9.3,55 years and over,1994-04-01T00:00:00
1994-05-01T00:00:00,9.8,55 years and over,1994-05-01T00:00:00
1994-06-01T00:00:00,10.8,55 years and over,1994-06-01T00:00:00
1994-07-01T00:00:00,9.7,55 years and over,1994-07-01T00:00:00
1994-08-01T00:00:00,9.1,55 years and over,1994-08-01T00:00:00
1994-09-01T00:00:00,8.1,55 years and over,1994-09-01T00:00:00
1994-10-01T00:00:00,7.6,55 years and over,1994-10-01T00:00:00
1994-11-01T00:00:00,5.2,55 years and over,1994-11-01T00:00:00
1994-12-01T00:00:00,6.7,55 years and over,1994-12-01T00:00:00
1995-01-01T00:00:00,7.2,55 years and over,1995-01-01T00:00:00
1995-02-01T00:00:00,6.7,55 years and over,1995-02-01T00:00:00
1995-03-01T00:00:00,6.5,55 years and over,1995-03-01T00:00:00
1995-04-01T00:00:00,8.4,55 years and over,1995-04-01T00:00:00
1995-05-01T00:00:00,7.2,55 years and over,1995-05-01T00:00:00
1995-06-01T00:00:00,7.2,55 years and over,1995-06-01T00:00:00
1995-07-01T00:00:00,6,55 years and over,1995-07-01T00:00:00
1995-08-01T00:00:00,6.9,55 years and over,1995-08-01T00:00:00
1995-09-01T00:00:00,5.4,55 years and over,1995-09-01T00:00:00
1995-10-01T00:00:00,5.9,55 years and over,1995-10-01T00:00:00
1995-11-01T00:00:00,6.4,55 years and over,1995-11-01T00:00:00
1995-12-01T00:00:00,5.9,55 years and over,1995-12-01T00:00:00
1996-01-01T00:00:00,6.1,55 years and over,1996-01-01T00:00:00
1996-02-01T00:00:00,6.2,55 years and over,1996-02-01T00:00:00
1996-03-01T00:00:00,6.3,55 years and over,1996-03-01T00:00:00
1996-04-01T00:00:00,7,55 years and over,1996-04-01T00:00:00
1996-05-01T00:00:00,5.7,55 years and over,1996-05-01T00:00:00
1996-06-01T00:00:00,6.8,55 years and over,1996-06-01T00:00:00
1996-07-01T00:00:00,6.5,55 years and over,1996-07-01T00:00:00
1996-08-01T00:00:00,6.9,55 years and over,1996-08-01T00:00:00
1996-09-01T00:00:00,7.3,55 years and over,1996-09-01T00:00:00
1996-10-01T00:00:00,6.5,55 years and over,1996-10-01T00:00:00
1996-11-01T00:00:00,7.1,55 years and over,1996-11-01T00:00:00
1996-12-01T00:00:00,5.9,55 years and over,1996-12-01T00:00:00
1997-01-01T00:00:00,6.2,55 years and over,1997-01-01T00:00:00
1997-02-01T00:00:00,5.4,55 years and over,1997-02-01T00:00:00
1997-03-01T00:00:00,5.4,55 years and over,1997-03-01T00:00:00
1997-04-01T00:00:00,4.7,55 years and over,1997-04-01T00:00:00
1997-05-01T00:00:00,3.3,55 years and over,1997-05-01T00:00:00
1997-06-01T00:00:00,3.6,55 years and over,1997-06-01T00:00:00
1997-07-01T00:00:00,4.2,55 years and over,1997-07-01T00:00:00
1997-08-01T00:00:00,5.2,55 years and over,1997-08-01T00:00:00
1997-09-01T00:00:00,4.8,55 years and over,1997-09-01T00:00:00
1997-10-01T00:00:00,3.8,55 years and over,1997-10-01T00:00:00
1997-11-01T00:00:00,3.3,55 years and over,1997-11-01T00:00:00
1997-12-01T00:00:00,3.8,55 years and over,1997-12-01T00:00:00
1998-01-01T00:00:00,3.7,55 years and over,1998-01-01T00:00:00
1998-02-01T00:00:00,4.3,55 years and over,1998-02-01T00:00:00
1998-03-01T00:00:00,4.6,55 years and over,1998-03-01T00:00:00
1998-04-01T00:00:00,4,55 years and over,1998-04-01T00:00:00
1998-05-01T00:00:00,3.9,55 years and over,1998-05-01T00:00:00
1998-06-01T00:00:00,4.4,55 years and over,1998-06-01T00:00:00
1998-07-01T00:00:00,3.6,55 years and over,1998-07-01T00:00:00
1998-08-01T00:00:00,3.7,55 years and over,1998-08-01T00:00:00
1998-09-01T00:00:00,3.7,55 years and over,1998-09-01T00:00:00
1998-10-01T00:00:00,3.8,55 years and over,1998-10-01T00:00:00
1998-11-01T00:00:00,4.5,55 years and over,1998-11-01T00:00:00
1998-12-01T00:00:00,5.2,55 years and over,1998-12-01T00:00:00
1999-01-01T00:00:00,3.7,55 years and over,1999-01-01T00:00:00
1999-02-01T00:00:00,4.2,55 years and over,1999-02-01T00:00:00
1999-03-01T00:00:00,4.1,55 years and over,1999-03-01T00:00:00
1999-04-01T00:00:00,3.5,55 years and over,1999-04-01T00:00:00
1999-05-01T00:00:00,3.6,55 years and over,1999-05-01T00:00:00
1999-06-01T00:00:00,3.3,55 years and over,1999-06-01T00:00:00
1999-07-01T00:00:00,3.5,55 years and over,1999-07-01T00:00:00
1999-08-01T00:00:00,3.2,55 years and over,1999-08-01T00:00:00
1999-09-01T00:00:00,3,55 years and over,1999-09-01T00:00:00
1999-10-01T00:00:00,2.8,55 years and over,1999-10-01T00:00:00
1999-11-01T00:00:00,2.1,55 years and over,1999-11-01T00:00:00
1999-12-01T00:00:00,3.5,55 years and over,1999-12-01T00:00:00
2000-01-01T00:00:00,3,55 years and over,2000-01-01T00:00:00
2000-02-01T00:00:00,3.1,55 years and over,2000-02-01T00:00:00
2000-03-01T00:00:00,3.2,55 years and over,2000-03-01T00:00:00
2000-04-01T00:00:00,3.1,55 years and over,2000-04-01T00:00:00
2000-05-01T00:00:00,2.7,55 years and over,2000-05-01T00:00:00
2000-06-01T00:00:00,2.6,55 years and over,2000-06-01T00:00:00
2000-07-01T00:00:00,3,55 years and over,2000-07-01T00:00:00
2000-08-01T00:00:00,5.1,55 years and over,2000-08-01T00:00:00
2000-09-01T00:00:00,4.4,55 years and over,2000-09-01T00:00:00
2000-10-01T00:00:00,3.9,55 years and over,2000-10-01T00:00:00
2000-11-01T00:00:00,4.3,55 years and over,2000-11-01T00:00:00
2000-12-01T00:00:00,3.3,55 years and over,2000-12-01T00:00:00
2001-01-01T00:00:00,3.5,55 years and over,2001-01-01T00:00:00
2001-02-01T00:00:00,2.5,55 years and over,2001-02-01T00:00:00
2001-03-01T00:00:00,2.4,55 years and over,2001-03-01T00:00:00
2001-04-01T00:00:00,2.2,55 years and over,2001-04-01T00:00:00
2001-05-01T00:00:00,2,55 years and over,2001-05-01T00:00:00
2001-06-01T00:00:00,2.7,55 years and over,2001-06-01T00:00:00
2001-07-01T00:00:00,2.8,55 years and over,2001-07-01T00:00:00
2001-08-01T00:00:00,3.6,55 years and over,2001-08-01T00:00:00
2001-09-01T00:00:00,2.1,55 years and over,2001-09-01T00:00:00
2001-10-01T00:00:00,2.8,55 years and over,2001-10-01T00:00:00
2001-11-01T00:00:00,1.6,55 years and over,2001-11-01T00:00:00
2001-12-01T00:00:00,2,55 years and over,2001-12-01T00:00:00
2002-01-01T00:00:00,2,55 years and over,2002-01-01T00:00:00
2002-02-01T00:00:00,3.1,55 years and over,2002-02-01T00:00:00
2002-03-01T00:00:00,3.1,55 years and over,2002-03-01T00:00:00
2002-04-01T00:00:00,3.6,55 years and over,2002-04-01T00:00:00
2002-05-01T00:00:00,3.9,55 years and over,2002-05-01T00:00:00
2002-06-01T00:00:00,3.7,55 years and over,2002-06-01T00:00:00
2002-07-01T00:00:00,3.8,55 years and over,2002-07-01T00:00:00
2002-08-01T00:00:00,2.9,55 years and over,2002-08-01T00:00:00
2002-09-01T00:00:00,3.6,55 years and over,2002-09-01T00:00:00
