Date,GeoID,GeoName,Type,Value
2000-01-01T00:00:00,48,Alberta,Total migration,9872
2000-04-01T00:00:00,48,Alberta,Total migration,10819
2000-04-01T00:00:00,48,Alberta,International,3708
2000-04-01T00:00:00,48,Alberta,Interprovincial,7111
2000-07-01T00:00:00,48,Alberta,Total migration,8725
2000-07-01T00:00:00,48,Alberta,International,3893
2000-07-01T00:00:00,48,Alberta,Interprovincial,4832
2000-10-01T00:00:00,48,Alberta,Total migration,7557
2000-10-01T00:00:00,48,Alberta,International,1855
2000-10-01T00:00:00,48,Alberta,Interprovincial,5702
2001-01-01T00:00:00,48,Alberta,Total migration,9199
2001-01-01T00:00:00,48,Alberta,International,4706
2001-01-01T00:00:00,48,Alberta,Interprovincial,4493
2001-04-01T00:00:00,48,Alberta,Interprovincial,5430
2001-04-01T00:00:00,48,Alberta,International,5735
2001-04-01T00:00:00,48,Alberta,Total migration,11165
2001-07-01T00:00:00,48,Alberta,Interprovincial,8361
2001-07-01T00:00:00,48,Alberta,International,5017
2001-07-01T00:00:00,48,Alberta,Total migration,13378
2001-10-01T00:00:00,48,Alberta,Total migration,7659
2001-10-01T00:00:00,48,Alberta,International,2310
2001-10-01T00:00:00,48,Alberta,Interprovincial,5349
2002-01-01T00:00:00,48,Alberta,Interprovincial,5378
2002-01-01T00:00:00,48,Alberta,International,4372
2002-01-01T00:00:00,48,Alberta,Total migration,9750
2002-04-01T00:00:00,48,Alberta,Interprovincial,7147
2002-04-01T00:00:00,48,Alberta,International,5618
2002-04-01T00:00:00,48,Alberta,Total migration,12765
2002-07-01T00:00:00,48,Alberta,Interprovincial,5288
2002-07-01T00:00:00,48,Alberta,International,3804
2002-07-01T00:00:00,48,Alberta,Total migration,9092
2002-10-01T00:00:00,48,Alberta,Interprovincial,1783
